	Pellets_1_HILICneg	Pellets_10_HILICneg	Pellets_11_HILICneg	Pellets_12_HILICneg	Pellets_13_HILICneg	Pellets_14_HILICneg	Pellets_15_HILICneg	Pellets_16_HILICneg	Pellets_17_HILICneg	Pellets_18_HILICneg	Pellets_19_HILICneg	Pellets_2_HILICneg	Pellets_20_HILICneg	Pellets_21_HILICneg	Pellets_22_HILICneg	Pellets_23_HILICneg	Pellets_24_HILICneg	Pellets_25_HILICneg	Pellets_26_HILICneg	Pellets_27_HILICneg	Pellets_28_HILICneg	Pellets_29_HILICneg	Pellets_3_HILICneg	Pellets_30_HILICneg	Pellets_31_HILICneg	Pellets_32_HILICneg	Pellets_33_HILICneg	Pellets_34_HILICneg	Pellets_35_HILICneg	Pellets_36_HILICneg	Pellets_37_HILICneg	Pellets_38_HILICneg	Pellets_39_HILICneg	Pellets_4_HILICneg	Pellets_40_HILICneg	Pellets_41_HILICneg	Pellets_42_HILICneg	Pellets_43_HILICneg	Pellets_44_HILICneg	Pellets_45_HILICneg	Pellets_46_HILICneg	Pellets_47_HILICneg	Pellets_48_HILICneg	Pellets_49_HILICneg	Pellets_5_HILICneg	Pellets_50_HILICneg	Pellets_51_HILICneg	Pellets_52_HILICneg	Pellets_53_HILICneg	Pellets_54_HILICneg	Pellets_6_HILICneg	Pellets_7_HILICneg	Pellets_8_HILICneg	Pellets_9_HILICneg	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
524	12466004.958504569	13787966.80674216	13643973.587422995	12369370.656679997	249699.427881605	14846210.618844625	12306974.914019484	2398712.9156048596	14938528.460258557	7156821.135617029	27888274.456346545	14315518.725203233	27388141.84633697	30154874.604885086	29414903.661015037	26974285.887561318	25934220.382453345	585901.5426110195	31805863.41624047	26964758.55014726	32559383.722010452	21864189.46701492	9268413.103428658	30679047.52651541	29762903.01300325	22374784.09901897	31426978.4077893	29853758.971751597	36646874.39765275	34359469.658866115	35749106.07771104	18003981.406407647	22049602.641540334	18098908.91390061	37022377.31852153	27880911.20343173	27414091.683925297	28214666.761332646	23053747.124707226	21793230.23507445	22388091.135110117	18416568.499917276	25111030.555199713	25648814.086013824	13800130.955026936	17017958.656526633	26733902.955424078	0.0	14367413.634461293	16183123.374789778	12801077.149411814	6497699.24466717	11037007.428109184	12847904.634017054	F5322	96.921	141.96	140.36	143.54	545.0	1285713991.0	1.0	0.99	35.0	57.0	0.9814814814814815	False
525	11050586.340840874	11633123.730309116	12629763.250765651	12319142.94757413	11207194.519178936	12230481.575644566	10606033.00695514	12130869.227680674	12424508.41946985	9546922.770679217	27499661.38678255	12547974.978368381	28857783.9127432	24813236.670955885	26324759.557729553	24755345.44479498	22745994.792170662	37407368.34981625	30273142.245345525	24659320.400192805	30151786.47355367	26680657.173129782	9916565.179126073	27036276.97516481	34153624.3296942	29018497.493762005	27664312.632994875	25750185.710428655	31959284.388084527	34903102.10817256	28531316.115029912	23501113.09844213	22988876.513602488	14910587.13790317	33890984.987553805	25442422.989096258	23425245.617078997	23620288.96587236	20686084.786520623	19613155.352319133	21371047.272048652	15997826.84936684	23764257.88936646	20696232.77633822	12338911.679368408	19778662.10432053	22002903.785124887	2127743.942930262	15867484.20684897	17320115.91893988	11179288.853443788	9298225.565442376	11114231.917431375	11061737.098444296	F5323	96.921	152.26	150.69	153.84	545.0	1294594954.0	1.0	0.97	38.0	59.0	1.0	False
532	4959167.31757302	4043936.429983141	2716159.648071048	5059737.665130034	4914119.098613825	3831015.8033834705	4875065.22195352	6908149.740190853	3005161.0923996493	3566459.9163717334	0.0	2333900.231957492	2363015.208449781	2851713.2622663765	3067403.6493630353	3377708.3053866844	2824563.120086249	2230057.1937543536	4117408.4380893265	4805293.363599347	3391393.0788538996	2395023.8444272457	5159510.029934344	1972135.7030740473	1411580.337869628	3485681.830431254	3695789.3052863055	3583856.527065106	4688585.204052289	3057737.319399362	1898372.6643284925	3181848.8955807225	2649869.4686884577	4855656.444844578	2937981.1791991442	3574902.5187424147	2632274.905211677	3257153.849534851	2145479.7904622946	5001260.09680356	0.0	1945849.117972364	3270304.818654764	2815039.7803499885	4991453.049497665	3393174.8039469025	1753454.8771642072	3460265.1391719924	3186289.832725908	0.0	2869615.1737669744	3454331.190684509	5010803.426619129	4620411.615808269	F5344	143.0054	207.07	205.5	208.65	1644.0	265312878.0	1.0	0.88	14519.0	56.0	0.9444444444444444	False
533	13674169.710274545	14811947.65825763	12243886.430633781	14156329.774596248	8474954.323191365	10481827.891233968	11921407.645087808	14742586.7707147	10955029.97965062	7025066.867563593	23347967.162229802	12815240.652650751	29684947.93387542	26187483.334309854	32896702.54614497	31162013.692385387	22725528.115759164	45092144.401619434	40045135.77354315	34525488.37498185	34580397.09717558	23816926.75121733	13302906.775878193	32095896.901618607	38448611.109784	32092962.315853264	38491152.88771392	37461320.4541036	45864754.146757275	36689568.74912788	23282183.858910184	20054035.759788383	20109091.06439165	19747169.828535244	53123284.68621583	37073840.439263195	18781237.653509058	28826377.49966715	26009101.790983766	30102584.136610772	20552352.46426386	20114070.068589743	25221910.832525983	29341523.70134026	14609180.825754799	27191418.878130764	30485531.337300934	29790906.041891616	20682246.959221732	14017038.725530649	11616084.927331317	9265133.419749612	11184405.281394258	11147894.455384128	F5345	216.9185	366.92	365.35	368.5	4390.0	1460373645.0	0.91	0.98	199.0	60.0	1.0	False
545	193625836.9805617	178114299.75799504	173744658.4701668	200952620.3668752	120417805.9762897	180212996.72266266	190526714.21129346	194639850.3768726	160122757.6018196	161054343.7240406	527176042.3962279	213564205.0957699	513897826.1773449	402745360.7169729	600244315.736986	471437245.5787424	589408835.3145359	736689251.4989381	569989297.7008916	646287155.153449	649557941.2507075	415613801.79572964	0.0	0.0	719050589.7326397	642878382.3286173	883279591.9867098	688652252.8686609	880455189.0078875	645840667.3567344	422149366.0765369	400109629.46514183	538802436.1828986	264543465.65291572	1137361160.2331383	686543114.7029446	480941018.8946965	548398090.6591449	452258975.68584937	496810757.66216683	533176204.1961673	398828617.81653786	569890231.8852959	531277498.59744495	254755068.947812	614677449.349902	553940971.4545733	657539161.4607395	410832582.13307893	332092276.0366886	184823176.4525482	127014245.10333751	150699260.07689798	172447875.68170482	F5440	96.9679	366.13	364.95	367.32	561.0	1017645858.0	1.0	0.81	99999.0	56.0	0.9629629629629629	False
546	233421943.23050618	224209169.43486407	247185049.7581982	212550310.21253693	222438943.22982952	216943303.11831853	138148126.5941826	223388149.97443125	276338577.56950045	239823107.55099595	485174185.9607461	130877438.16637497	577402802.4570059	664922362.3764848	787475510.5706633	709304996.1490521	814856435.0694226	982284991.5250837	816829469.6099331	933416652.4568349	940299052.3177834	655626221.4212976	0.0	0.0	414414454.878526	804508964.5490601	834420766.2323833	715716156.3477228	1069944063.456034	986890652.9281495	752727708.1301515	608697106.2671444	679039546.6255931	393629338.477902	1891434635.781217	754115127.6869177	683964608.0913625	610047542.2484115	557575021.6082101	742009295.3710237	619766648.8238108	583974768.0644338	798072140.3136559	611176748.6892157	280682111.3681606	770815116.061265	548970555.3607284	556152211.7239858	457919384.6925133	474764054.5804286	247336791.73683473	212806986.3067442	223059277.24557525	191897741.30481547	F5441	96.9679	369.02	367.45	370.34	561.0	1290249232.0	1.0	0.86	99999.0	56.0	0.9629629629629629	False
566	2507237.577062406	2224725.4661434465	1936417.1810004858	2208259.385872364	1122600.6592108815	1338653.2752069277	2122931.7624324635	1221360.0608472407	1315564.6418011663	1095219.8334722517	690849.3099124588	2664550.7189238523	795669.4522115209	1605583.7393563788	1337068.8076401295	1309655.9976114072	1338193.7251473928	520718.1229087705	1416893.9463395386	856745.9372687371	1062454.7498231814	0.0	2348901.5815737	963390.0338865258	1813601.2429671758	1210433.0649294753	1467283.857476409	914696.1856728855	544068.0044057919	0.0	2084757.9994281845	1818993.3438576297	1512903.823293888	2295425.7717548213	4072815.769351787	2702943.286865474	1696818.600086845	0.0	2442314.38713429	2902785.8854321246	1947087.0971632292	1643448.4522433511	2398480.6921339566	2019426.6452011266	2223510.13448376	2475419.1737623187	2394875.3223678325	2328316.344738564	2615632.187935018	1695580.2811351668	2292732.4579526624	1800930.2963328774	1663268.2023996564	2401523.0129538653	F5602	183.0041	26.05	25.13	27.63	2979.0	132071533.0	1.0	0.77	1330.0	54.0	0.9444444444444444	False
572	1615266.601848167	1356455.7678196223	1618129.3350011867	1996906.2383263542	855496.2149264236	834721.5489505368	1686754.2138842149	1633414.8425054408	784297.7063201802	1488874.1419262826	1746314.208732195	5504214.419373842	0.0	4136165.9251121515	2737264.5282641505	1367410.4214582	2534966.424517381	4401050.74147645	7965362.165970686	3979395.4036409752	2291444.79702795	0.0	2053460.051713134	2555998.559018163	1548886.100795992	2055730.598330184	2679555.2695600125	1673476.692740807	1879902.533207468	1427577.7653045256	0.0	0.0	2827425.8219291572	1895597.9875022843	3376719.283436339	3499377.867203757	2529497.2261981694	0.0	1590938.640685911	2156181.259907664	2988160.5302453083	1316047.6767964014	2836997.465857206	3694424.4856880917	1448540.7621688668	3644230.886475163	5099036.88547242	4081431.3760315483	3985937.449391541	3700574.001678303	2091182.9255215824	1074079.92812482	1624522.7512497436	1588531.1789451395	F5630	183.0112	27.5	26.05	28.94	2981.0	159227647.0	1.0	0.97	20249.0	53.0	0.9074074074074074	False
573	2625612.2269674144	2387684.5647640214	3384490.395656509	3598380.776445405	4556368.642914533	2711840.8880367274	4975018.862750341	750227.7716704779	3612243.265676808	4461600.780647064	10967607.204669425	4707283.799316556	10504255.603914998	17150902.460146166	15432567.366634216	12824177.945374727	12687878.144983577	12747040.242020642	15220248.318911517	12920631.562525226	14619270.081530765	11787684.82241098	3196160.0600317996	2034257.3360009769	10032059.486168353	13504278.314120958	15661268.423005007	14939674.741366375	15120782.266017966	13304875.137120292	13566902.916000478	10706291.751086831	10395724.35744383	5385824.129349638	19007945.10010713	15676211.913775133	12549752.236925794	11693106.36307937	10038271.398141684	9377666.41190868	12630229.867196327	7405000.791246145	13463850.292141905	12113921.766057894	5468551.131433371	11332278.733978815	11537356.222895449	9171590.748217134	10197168.931980561	7896003.892235167	4377112.260962449	3645403.5628776485	2753351.2040866567	2209674.342238755	F5652	217.0126	194.3	192.73	195.88	4410.0	562154746.0	0.88	0.98	16.0	62.0	1.0	False
575	395279.88097284775	553937.9844132569	573981.378099664	780268.5247037814	718715.9965862018	402328.57437565987	537922.9137115114	539198.4129829145	476752.1877514863	672041.3196428115	1205250.7035692283	670018.2260537122	682704.087460291	695889.4738124717	884383.602807818	1335723.4186556763	998542.2811141532	974831.1225482041	1018458.279852935	897685.9521675572	1135944.9389048438	1875453.083434336	549209.1728748485	1287093.47964444	1431231.6866680274	1300451.444227786	972607.9387092706	1035218.855135827	1425369.4262800661	1294519.3816250584	1663640.1488681305	1808903.5619671692	1637636.549223218	878480.7245914447	1890684.169123114	1054120.7633279306	1721060.6611194594	815848.2503074538	1103885.779375403	0.0	1513169.0394606725	849349.1300122075	2184345.0080125043	1070421.8757159554	917815.0642811412	1124747.0632956324	763471.6024761664	894868.7029175314	631370.6577937483	1010551.7912725316	854698.2294003575	634660.5367400435	560386.2385675658	700831.9300959385	F5662	217.0171	30.52	28.94	32.09	4411.0	67924899.0	0.79	0.83	109.0	58.0	0.9814814814814815	False
576	974076.6183680178	678004.675395814	777205.4406058305	1291764.8758832174	1234717.9244851305	853364.4351917255	737751.6062764234	903618.0421851325	985731.1192780872	339757.13936490746	2938551.740201216	1024654.401489891	2046483.2738956434	3233004.325048495	2121140.7313275835	1466690.4157879504	2085706.962377308	2137494.46550796	898611.187250805	2115648.7576558646	2567433.7651506825	705115.5201856466	1027408.6078185508	2240875.413085234	1136738.460128025	932386.9564770742	0.0	3073435.37870596	504957.71177577734	2166781.59578364	1249953.39949962	1320905.4955432678	700548.8311470929	1163123.0010554902	2524554.824451	2121619.7848565415	2243788.352673295	731906.4124141665	2001060.0747136117	2318430.807120668	1134691.633568596	1077762.9039217872	2177762.021666552	1917033.276331534	1350083.3931315264	1933065.1328581676	223488.6115390934	1325169.9931322203	1092661.4108615965	874352.4837188162	694436.4872423129	573993.8819522358	913256.7253235441	821943.7489344453	F5663	217.0171	58.02	56.84	59.6	4411.0	96124792.0	0.86	0.89	38.0	58.0	0.9814814814814815	False
582	29515924.465868965	29328101.082106426	45683058.31350686	46512866.30091799	47043934.743180424	25704895.956878137	36057698.10348713	14288202.738253776	38312284.999551706	53292059.52832973	53060132.81039298	44861481.76957645	71146511.39687872	70682216.59170045	105820358.83786191	107688441.87185946	85921617.19358401	34204256.39531403	42979224.214133285	62572231.52588273	29907178.79816122	63033760.9537175	29563455.428802736	2295219.059937047	20204568.017999873	45034000.685041554	48455874.6330957	46341470.02912507	60705933.54540083	36525857.76461002	49473368.95939309	67840977.59328462	70630362.12588838	35591068.76860241	111399338.64976558	81796180.99622847	86398994.88310947	125256074.35608871	126256951.91197993	111884403.73856919	118500393.02023092	130217040.40695715	119903599.49792929	82610202.03586821	30793085.654253155	131718847.16023666	95801797.3812282	144533462.0656263	167398468.4103825	130848647.32976738	41267916.076141596	54699999.28433071	36553991.37130403	23740005.149976783	F5706	217.0481	194.57	192.99	196.14	4416.0	2117474265.0	0.77	0.93	111.0	58.0	1.0	False
590	656967.0014169338	640017.5160804144	350068.1858841958	567989.3455870076	270848.1500855864	265872.14775474067	440789.511415532	399547.1536910977	265671.33700462367	317202.49431065726	1055356.7089722895	364450.4037533187	520199.4256553287	680410.9611784951	732018.946889486	428960.6909462058	671826.5581367653	904812.9895276402	354996.63611098134	496160.0192298146	970960.9241349656	692196.763178845	441118.7951117459	1190405.4959939984	972687.093395248	1278008.9089823978	1547550.6688979391	1366010.0476065387	1432131.6452102233	1487925.201294323	1579934.8127582215	1020099.0511482935	1289789.210728037	507504.7829945003	1505032.283553754	1697724.158418407	1255365.9691764421	588244.3816079894	1129239.2872559568	906564.5317711955	1278525.5238762577	1158140.6730609534	1164620.1676818305	1102829.967119341	722029.1086119985	1004646.663867312	653471.3313757015	669348.0844706884	461968.4614717435	775639.733733109	459540.8261480417	616284.588170131	393270.11186459096	317032.1314172862	F5756	97.0648	27.37	25.92	28.94	583.0	50183725.0	0.8	0.93	25.0	60.0	1.0	False
593	57383471.9890175	66599436.40367962	69201248.63551901	67347318.61882648	70595477.34187876	72075036.25405325	75333097.40201643	83522958.00387527	68523484.28514521	64729379.550938375	40105392.95273733	56366043.88619381	43368610.30926274	42649507.801488005	50286046.485624954	47778538.65487591	53005983.74523396	42395249.50070511	51994682.65184936	58189001.629111275	52605484.92992062	45430715.54754446	64337528.8895509	19216200.891464446	43830592.00539158	50991062.58363395	50669767.983749814	47520871.848143026	62150276.87905222	46792241.07087161	46227849.7316546	47649911.377604686	39468329.32866969	72173794.75002797	67603899.47995548	53457875.91290711	45701055.30958784	50153141.678672746	51806734.88312948	60841573.930428974	48363540.54608407	51970917.79862868	56223178.55919227	54590072.150769085	72984037.50791097	62238885.61725774	56309172.26502147	61570503.03442414	55133106.14219175	40130550.74667627	69560584.0299764	62218929.29961056	63280504.15698814	67981978.1646362	F5783	143.9776	206.68	205.1	208.25	1671.0	1957779493.0	0.96	0.99	1366.0	59.0	1.0	False
599	3884918.197251692	3811391.8909099386	2654568.615118103	3161575.1818438396	4978084.628888445	3688900.892709865	4618539.028425818	4423569.809990553	3751614.295261961	3461490.694384639	12020713.807938073	3965287.8733240254	11151637.236976177	11719367.837126926	9367508.340362256	9016982.247614611	6084269.231665459	17578423.457703885	11386171.797104003	6046914.690660672	12909585.4582629	8278046.840327283	3752342.6442962936	12230082.755826194	13095268.698965646	15750648.262246992	9254517.692138633	13451698.970168713	10977492.756433003	12277323.718322067	9066348.6572237	11247243.97038965	7473506.7003899	5513564.235755179	3730437.625422085	9722535.163453279	10048083.481660774	7575711.286773722	6180490.039788524	6395897.292868258	7991161.38519334	4358667.828206073	5979292.317138182	6588153.454227458	6183486.002475921	5979656.434796154	6425604.7295550285	7455792.835132971	6466683.7790452605	7760946.315923008	3865828.034461259	3358230.625658626	4664616.935143519	3487106.721184733	F5836	143.9904	219.41	217.84	220.99	1674.0	463846756.0	0.83	0.97	45.0	59.0	1.0	False
600	11079416.36321797	11423318.155135714	8607557.852641132	9943057.44599534	6678700.016854484	7057956.998120129	11389093.561789231	14256777.187570384	7625556.023733387	2857271.558728517	30285551.174154956	14169929.29367602	29997124.817581292	31236471.944552504	29696678.926688276	30460443.091714997	27347257.24405885	43355639.431296475	33483818.241853908	27878450.378971048	39076103.016033284	26944865.50077894	11048288.81780976	43067794.38122905	41775415.77962174	39818642.88744599	37299595.183278024	37743487.569061756	18721014.55989676	38285823.94441707	29779888.031112865	23507945.959623165	23917903.718342375	14169086.074828122	6925820.59695164	33168776.084373098	23842757.16658625	27330049.836453177	24677335.981435232	22948772.240956903	21812409.124546595	21378515.97107113	27080227.11196062	23943754.4966766	16302481.698745525	20939258.77241938	22509992.20429017	23983928.541844845	17936384.573521707	17768324.053461898	7451477.058534853	8211632.2603377225	7890804.296988686	8691334.900389507	F5837	143.9904	226.37	224.8	227.95	1674.0	1332345606.0	1.0	0.99	307.0	60.0	1.0	False
601	107051786.46945047	102161866.48612227	59718559.761672325	49514850.30680921	159835534.29404595	53550596.12791954	79032146.37661716	166557741.75949782	46457782.621274106	48568846.1118314	12466571.462964084	44967873.96066327	6069235.906197845	5112931.357296736	7304347.496683484	5555749.844878378	2881650.8921391317	4529467.72825654	5024216.029294715	2273620.5351591157	1496302.9796428515	2736198.3260717457	93590916.63338472	2327543.651653573	903304.5212967371	1902888.7312080045	2427399.5578326434	580544.8890642906	441256.75886012294	966682.0619918342	2332531.670949662	3095643.7090570084	1986320.6740967243	75175543.42668624	0.0	1823155.0869759577	2571865.65340651	3905225.405394807	4233141.791075768	3410846.2563755396	2760371.0670525664	2664666.837441333	3976679.50891809	5321987.440942287	114739381.4106994	3221748.226901656	4947798.112708525	2082093.6919547021	2471791.2206107113	4759611.768789852	39145426.70928474	108438549.17850193	129560683.84326303	59181493.6737497	F5839	217.0826	218.36	216.79	219.81	4423.0	854970333.0	0.84	0.98	8138.0	56.0	0.9814814814814815	False
