	Pellets_1_HILICneg	Pellets_10_HILICneg	Pellets_11_HILICneg	Pellets_12_HILICneg	Pellets_13_HILICneg	Pellets_14_HILICneg	Pellets_15_HILICneg	Pellets_16_HILICneg	Pellets_17_HILICneg	Pellets_18_HILICneg	Pellets_19_HILICneg	Pellets_2_HILICneg	Pellets_20_HILICneg	Pellets_21_HILICneg	Pellets_22_HILICneg	Pellets_23_HILICneg	Pellets_24_HILICneg	Pellets_25_HILICneg	Pellets_26_HILICneg	Pellets_27_HILICneg	Pellets_28_HILICneg	Pellets_29_HILICneg	Pellets_3_HILICneg	Pellets_30_HILICneg	Pellets_31_HILICneg	Pellets_32_HILICneg	Pellets_33_HILICneg	Pellets_34_HILICneg	Pellets_35_HILICneg	Pellets_36_HILICneg	Pellets_37_HILICneg	Pellets_38_HILICneg	Pellets_39_HILICneg	Pellets_4_HILICneg	Pellets_40_HILICneg	Pellets_41_HILICneg	Pellets_42_HILICneg	Pellets_43_HILICneg	Pellets_44_HILICneg	Pellets_45_HILICneg	Pellets_46_HILICneg	Pellets_47_HILICneg	Pellets_48_HILICneg	Pellets_49_HILICneg	Pellets_5_HILICneg	Pellets_50_HILICneg	Pellets_51_HILICneg	Pellets_52_HILICneg	Pellets_53_HILICneg	Pellets_54_HILICneg	Pellets_6_HILICneg	Pellets_7_HILICneg	Pellets_8_HILICneg	Pellets_9_HILICneg	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
3032	119256.90788669493	151982.40406683035	286925.70840388467	365321.73553230055	0.0	315955.87429208343	0.0	0.0	92491.79361182556	255914.3557759027	934806.4753587132	266541.7926847091	539393.4692793973	1098505.1340743548	844468.1420213452	1038955.1118357023	1126250.224005161	0.0	935629.3827647243	1116124.4920499765	0.0	1016727.9620567142	113248.90131045016	851059.5540540022	1317413.068866837	503513.0381735034	1348203.9242350585	1063762.6237898914	645413.3936886134	867446.0600264069	1148470.054241256	575620.0760091092	827143.5059135023	0.0	1473960.2744514295	1113667.3057276274	986176.1249990803	1061987.7058153793	812800.6881573404	644428.7803173476	830273.6116121575	880457.9910972458	1136600.699067413	397973.3619254903	201785.22512080098	287601.44953696645	645487.5058084476	0.0	527241.2898157325	596236.6665110782	248333.23365889303	0.0	332497.32011256594	145978.60653737286	F24076	321.824	140.65	139.04	142.23	9421.0	33638489.0	0.79	0.85	14.0	49.0	0.8518518518518519	False
3033	816340.021413828	746685.3640964887	872004.8705966325	1313127.973116144	958423.2768525871	369994.9992178942	0.0	1185707.723944382	716038.8432282151	791098.2133966458	3211436.9258687343	1614446.135069336	2123707.0640325383	3940834.3316342263	1792678.583156557	2634776.5940667344	3744081.31868071	3818331.9110625936	2755075.6665436584	2952857.3964378885	0.0	3677579.4931591307	1747147.703853401	3906731.7750574215	3209463.7092294483	3721648.985035397	2964102.423793218	5707718.839804924	3438754.1917321435	3161840.0280367914	3565580.2630830607	2990807.142892416	3346634.9149780986	0.0	3498062.0740607628	3410574.5165952155	3482427.2469337895	3150083.715946532	3275202.6989880027	1965249.4918796069	2784844.403634391	1624634.6572208826	4463612.881256908	1442749.713535751	1382913.3777030678	1894333.2090309605	0.0	0.0	2154773.1154986043	2507144.383282418	1501158.8551338648	869568.7651232431	1047833.3380263741	1393360.2285734965	F24077	321.824	153.45	152.0	155.02	9421.0	134739489.0	1.0	0.92	186.0	53.0	0.9074074074074074	False
3052	10645125.23154429	13476916.928357748	15868224.183126787	17174839.921354875	35424699.21327469	23524821.52614454	25277165.80616007	23624778.082198266	29420023.452799767	38627360.53457521	46347394.045020156	17306021.39298844	245659946.8982301	376470405.8157792	314895731.83240974	283622160.59173864	67050204.91313023	0.0	38312920.371633634	22908036.93105593	0.0	16059980.32540897	7919574.252082764	5777733.994602261	12764143.690401116	16276464.361560078	23877790.982378084	2989726.3893743735	5813894.987452254	0.0	3434908.045223475	6757631.942410021	4266060.888334451	14218352.522950964	20473406.9045784	20402999.999579396	7541659.248250256	126079952.62570728	53841166.75223388	33389429.401785508	2959220.332882882	33230440.57772951	11665964.561404202	7220393.8178487895	6499289.931855514	4583012.642083694	19646854.164577544	5353169.60999725	4995650.521299314	6844310.465160993	14940732.062532937	26036718.765266493	16679046.700653216	9262013.044610491	F24202	273.0383	325.63	324.06	327.21	7138.0	1897783069.0	1.0	0.97	25.0	54.0	0.9444444444444444	False
3061	216565504.96144536	193868577.15329304	171935964.92068505	175252225.42539316	138351949.68891048	147897058.98019585	145319083.26239777	161402824.78590897	150033363.16730437	118044728.54546304	60369062.06285986	191649370.6660362	76698315.49561298	34904179.723584466	39666942.38039173	53430873.7175982	30105889.57602529	15323620.02410685	25974720.015243497	62499901.21194637	19432251.114461157	62537345.861790076	162150152.27994004	9875061.169209795	25186340.20723062	15970783.186473623	27508822.482672356	15462862.178801116	41493263.139602855	43442147.48337333	106036264.37354432	67253741.44475809	50169882.252689496	94102763.04196748	59903474.232660644	49848435.42660864	46444880.52480655	116256479.95948371	151693386.3894615	140680604.04598457	117365537.89371872	163806503.73246783	91538417.75980066	132547267.77325152	71161652.1284568	89126393.12581548	117432373.4688504	122150787.82585639	135897022.61518937	381599680.87898666	81516331.03918281	162273922.14859095	197301648.1221182	187952805.9770889	F24246	295.0936	317.36	315.78	318.94	8161.0	1683374098.0	1.0	0.99	342.0	58.0	1.0	False
3065	12109013.346841361	11062563.539449714	29654526.6239849	27629828.603635136	58808731.92731389	16064778.769822659	18011709.25927613	3988419.0691735838	21979397.61091754	86108713.6754269	25863446.75864707	20029759.19209582	33284767.900498226	13126214.543058446	17816851.548153087	27000372.65682128	20557997.517783243	6601516.234850618	8518455.759570496	21581846.122674435	6378740.070654398	36571264.06157344	9926198.39168923	117167.9597949676	8911011.197104085	9021590.790118605	11231945.869065594	3678635.953540628	19380734.937535718	15205970.345275957	31378016.719811354	49754118.81434316	36809289.91067657	15757741.346311148	20344979.82944988	22001866.466532648	39394817.113735035	40744499.852853715	59288281.74522632	62150640.36182589	64361186.88724446	61608286.642834865	58300893.113948375	36556436.25895516	12429621.272874923	23603872.147808664	43035890.276864246	23562306.33451744	37429637.4192943	81500823.35697587	35776150.61145925	29147531.314308815	18339461.870694812	10884101.03993983	F24271	322.0091	192.33	190.76	193.91	9435.0	1982978483.0	0.81	0.95	26.0	59.0	1.0	False
3066	2513029.583920972	2238799.271935902	1394021.9593768173	1687958.38531376	1327381.463974207	682137.5996677458	2028295.2759889222	1573010.859573564	1542102.9493607094	1869914.3881356553	16584753.578366106	2757201.9865246997	17541561.847908035	13385462.614418352	4385991.799107131	13218580.573289584	8904799.524633517	3527354.0221368982	4606256.745121109	12580159.027920565	3065745.8159383736	16553833.56805711	1768721.7578707067	4042135.3300495697	6943999.969916153	8050708.980438824	5191740.819495629	4744182.6451623505	9332098.87216192	9035713.148722997	17302620.089160778	18048873.533727672	15971960.714220922	0.0	11264802.101448352	10103036.585109571	15367563.658564216	23902577.41585436	22859961.43066256	24105883.129761048	29299658.008729316	27515062.284744572	30690740.664974216	22292250.686189007	0.0	16495099.019244859	22423603.479478814	22356201.946983837	21842530.537248395	31688745.481854368	0.0	2603967.1885181894	2515354.837175259	2431459.8263766747	F24282	295.1128	256.93	255.32	258.37	8163.0	623035351.0	0.96	0.97	55.0	54.0	0.9444444444444444	False
3081	8140811.723214009	7062114.285469476	11138243.521111842	10568801.865142193	17929539.110391945	14128801.561026072	6827893.932634698	8979381.515020061	11995900.204012975	17231528.859989934	5371597.966561573	6650987.311775243	3344895.1417782865	1175049.9194173368	2879035.009030133	5678586.291815656	6164450.953019287	0.0	3750120.38035259	0.0	0.0	3683281.034938487	5626256.862270116	0.0	0.0	0.0	0.0	144100.01460286175	2754633.1197062125	0.0	2126774.763069081	1893488.6285221113	3437248.766929573	11160298.41279502	0.0	1698405.2333813508	5316923.434156329	559697.4810887134	1606409.7043730265	832209.9470847909	2366669.353959676	0.0	1399583.4078347466	3578163.2121805735	8530908.901813425	1298944.4980853915	3079819.9734339267	1505651.6971178965	185455.88581828584	1621701.0402425576	19595159.546238624	12938905.900828747	10057252.352684984	6132687.95384694	F24311	249.055	311.84	310.27	313.42	5987.0	500413496.0	0.74	0.89	32.0	47.0	0.8148148148148148	False
3084	1076498.1825389173	926723.5141751722	0.0	1708409.6430306472	0.0	959450.532505428	1565413.808409602	1403015.5724285394	816650.1954723438	1636241.2653977897	2458115.8805614375	10215350.18340153	0.0	4891482.23648386	2801623.704176743	0.0	2790154.3541950346	4931610.246528885	12883148.494933292	4821822.570171299	3523348.973073877	1709303.352345958	1707750.9309702208	3099306.5524587	0.0	0.0	3452759.13784723	0.0	2239697.945282543	0.0	0.0	2444719.3309472743	4067232.9098011334	1691734.4209729123	4326809.825487794	3537849.551780006	2845259.707776459	0.0	1949792.3665640673	2624430.115955912	4088729.82404261	2158598.508928882	3367492.4843814536	2042190.2485622177	1150135.2060432683	3864406.9698406626	5379563.197646502	4656885.75435983	3671057.3709033043	4508233.485530143	2052831.8060542585	892810.4143334511	1226118.8520234306	1493660.3613932028	F24316	295.1375	27.89	27.37	29.47	8167.0	161430220.0	1.0	0.97	40126.0	46.0	0.8148148148148148	False
3086	2186265.023043056	2507580.5587297543	1704310.359164119	1179627.3691969516	1917949.105270499	1078386.615911362	1432500.7728719667	1926665.2139491262	0.0	2992572.0991735607	12816803.880242249	1073731.677665401	12593419.088509291	11979074.424945327	7280241.147763622	8710560.256064167	3933788.0695135165	0.0	0.0	4844670.774455459	0.0	9298914.070455525	1542601.6400130189	0.0	1966668.6152013147	0.0	2934036.2573938216	0.0	2293788.608443998	5042639.074594313	10252486.053474132	8634552.394263068	7454936.784671851	0.0	5828249.04275524	5234870.008160288	9059319.987917198	14735066.179247675	13339177.315211276	10135103.14223734	15259065.022085994	15111956.47216926	21608602.04223318	14327538.86199849	0.0	8056141.756648338	12702084.912295494	12247652.213785335	12219816.077430656	33249659.588555094	0.0	2754023.1731544626	2771793.108709264	1333765.0281518658	F24324	273.1207	329.7	328.26	331.31	7150.0	380706866.0	0.96	0.92	38.0	47.0	0.8148148148148148	False
3087	1036770.666929624	975084.0346861259	921939.8421559028	702943.1145381542	0.0	424942.75768337015	394906.17727203725	617832.4051113812	570329.5669350548	0.0	658267.1472032715	757229.2278724425	2382910.951924266	1236118.5802328966	1342886.184008422	0.0	0.0	0.0	667638.1796498138	0.0	1060766.7844834942	0.0	565571.677404541	1305945.230825997	1131291.6585024726	1324855.5740071377	956062.2914680695	756498.7435604953	1343583.4362801325	1541513.626080753	784553.4368486966	632063.6378555165	1043710.5625048738	1071325.3186882518	1463668.6106090476	1369552.3735328787	1235743.1534044095	0.0	1265748.6160605645	1807413.3535149093	726110.1162632	625484.3174597118	1269632.7254478154	1292925.5400291332	1001070.7591576185	754853.2286456334	1465130.3394107886	701435.1951036634	1105635.2250836052	720249.531321837	646567.3475053866	612470.4540538555	402660.0089909807	886840.537650465	F24348	273.1347	28.42	26.84	29.99	7151.0	57924018.0	1.0	0.87	37.0	49.0	0.8518518518518519	False
3089	2420459.6606711904	2173030.9701864924	1690500.0755779475	1538560.1458078076	1169448.625766494	1584814.4346221564	2345983.776709005	766422.9290647018	1062606.2109665293	2335930.7263639676	10788605.278644232	1522684.3829910385	12051418.287806014	8614398.262846263	11308508.66168618	10449006.03538315	6184447.010376615	709052.3919881815	2862242.852173312	6297541.185661856	4194629.698575548	7991516.988262009	1783402.4396534846	1532880.7237525184	7339397.529246869	3786164.0762342815	5743233.731322742	4176921.4906776464	7700056.471724007	5924651.097515221	6467807.970613682	6842819.6018491015	6299350.659453433	0.0	7936001.499432578	5832159.174416832	8283923.593671263	8723616.775815139	5546143.67339135	4792264.947370635	7914966.86126802	8661228.390297705	20178962.23789351	6997346.414152647	0.0	5600749.9107508985	7130929.06625104	9008392.33313062	8982321.525889726	11413831.673535027	0.0	1503308.7400614284	1759055.7353464798	2514645.4636624535	F24354	249.0913	197.06	195.48	198.64	5993.0	312170615.0	1.0	0.96	12014.0	54.0	0.9444444444444444	False
3090	735558.9646044957	773083.55722798	831247.5935377439	494462.84435563086	198972.79892583805	401074.02414379985	1032106.022224249	111977.0340399978	373534.6533297564	1068577.608071527	10933544.421351358	340799.8869631569	10694379.456786586	5768977.661351395	7010106.111551095	7817738.992663145	4918085.720327414	217729.4488801285	1058840.3763527216	4483487.6694562575	1253773.4125223767	6618710.61648901	287981.3803588601	3418578.919009823	5362231.865944917	1917583.4158968716	2327124.862173215	813890.4282259328	3556537.301873491	3752609.305019844	5564715.910819717	5505277.121452768	4472774.884466348	0.0	5965498.498114637	3460193.429759312	7228353.182875925	9247494.76495413	7101143.088045264	6711168.709644094	10205925.357927203	12400399.619525144	24188925.072584953	8880267.950357437	0.0	5942916.010548362	7575404.7242746735	11325215.551398592	8325169.270664051	15545080.202038487	0.0	1035032.581240448	779028.2132012487	1068703.991414197	F24355	249.0913	201.42	199.82	203.0	5993.0	259041391.0	0.92	0.94	9862.0	54.0	0.9444444444444444	False
3097	855330.6429176994	864435.6762179903	775252.4814256843	1210837.2181130915	633333.7797413039	598591.0100527141	1021330.3587546012	1374947.737866236	582180.7045943779	484145.3058665586	952277.3122969827	1031761.044940585	1485502.1452587787	2280755.194753967	1731689.783272064	1681526.5534496498	1364587.2602723131	1998620.4344563412	1523314.7306145094	1105342.4186452283	1209488.2086575658	1358878.7191427958	963697.4403447165	1729583.9333690344	1700037.7617517647	1757327.668324736	1165393.2725201836	1966686.5950831473	1404535.554288958	1165650.0273269382	1243995.0117616942	1328675.6075942703	1341899.9832929422	4013376.12433083	1937141.9151345154	1081556.0919847172	454618.64157882385	0.0	2132878.662557228	2055992.9296919692	830411.802076394	654944.7447308847	1318536.7182447677	2155499.211048539	1499363.6366535292	1375334.6601335888	0.0	3788159.506853143	1319410.7187595414	628729.004486531	940423.9242958989	666532.6182526738	752112.1480461109	1017520.8527034571	F24385	295.2279	28.15	26.58	29.73	8170.0	486364812.0	1.0	0.93	451.0	59.0	0.9629629629629629	False
3101	1219432.1313011865	1324201.516833695	907249.1593121873	1150740.9623828267	642588.7817452393	1051799.6902027617	1416813.031385049	1632590.309240359	836274.7278495457	501615.7115466864	2828470.3938484513	1314295.7132617654	1571577.3269098043	3353325.491644802	2231226.1723259883	0.0	2237466.9005009597	4393784.0859872205	2919994.701700086	2927426.305795492	2659441.1463313974	2684286.801726352	1104979.5554904854	3319292.592463564	2500947.952596837	3449075.635762227	3166319.039274678	3710420.0107069695	3881688.0375931836	2669250.614822238	1330949.0850315543	1590049.7498149432	1770229.5149716989	1670747.0998182097	5086057.122809864	3514711.104700064	1285790.257405089	955928.5458813367	1991478.2078830465	311934.20829546085	1034843.1841240368	1409875.4384809646	1941051.7582141326	1661258.4746149934	0.0	2101170.512091481	0.0	2009270.7176750496	1944737.847713208	1758019.9902916455	973375.4427001412	864344.4555970298	972572.1359783983	1206849.4426667932	F24410	273.8703	1.3	0.35	2.62	7161.0	126444021.0	1.0	0.91	12956.0	57.0	0.9444444444444444	False
3105	1103169.3354665344	1199666.5597138756	1648556.4592553037	1435597.802500835	1474215.705337866	1044178.9238557717	1658022.8034005084	1090998.9442414115	1460125.217082366	1698101.5682040555	5738582.7915663095	1791165.8214358916	3432322.6688263067	4235012.043515751	3254096.412112905	3868312.4115341906	4490878.122439772	3726223.6366562196	3200768.9833057816	3544991.4797681742	4854581.681856379	5462671.177935467	1353331.0489268845	5095599.503030838	4547531.178157634	4248707.55551122	3264288.761700707	4601954.914291491	4866360.679117406	3666286.061268086	4409224.6981503535	4101511.9766958184	5163370.518395421	1435409.968482916	4968334.112719229	4583672.966639117	5508737.223977882	3823500.2208471927	3999286.8224265506	3260976.962752896	4824493.809356697	2628356.1192900995	6979104.889731261	3924348.7133627725	1922942.3083580097	2467928.6274649277	3740526.6782516893	0.0	2409673.7361828536	3707755.1151684197	2286019.9187984616	1504367.3640788982	1430569.4621898853	916524.1943742357	F24416	295.8274	154.1	152.53	155.71	8174.0	196387761.0	1.0	0.91	42.0	58.0	0.9814814814814815	False
3149	90533906.90494445	88763661.9670431	82030653.16375941	100308859.90375182	44458139.996621415	55200206.82939415	104796808.36708692	126174466.49904984	68160422.42536111	28064542.908451326	129895326.1853992	112130732.89470501	177748264.68791264	249850436.23790574	224838394.9415907	191976238.01757202	132965802.96257694	286801777.4818585	280441326.7365521	208283171.9884579	212041705.68617582	138166540.7351651	99398173.54079369	310284642.1027749	227498263.4330685	287595102.0197338	219928786.98463863	274476276.3493909	266317816.3171886	236026739.77686206	79531074.96432577	81952491.49873543	100050735.11936504	123639529.80314562	348656995.541857	228591865.46444458	72084610.6954069	61644405.27950237	174336997.62930626	25209610.530956645	72233766.25653864	126639329.6047175	118127722.46288858	178852121.78766847	125571442.35530172	150154517.5328795	19280930.675353646	175077733.73304576	178490495.4429118	111808879.9142126	43137627.898283295	51021905.4117936	75984333.66235718	90832152.67932668	F24585	249.9418	3.93	2.36	5.51	6013.0	2054439780.0	0.77	0.76	11.0	61.0	1.0	False
3150	1680471.1757051325	831078.0452140389	635662.9288395706	489473.8302609242	646709.0992829989	505895.4538850629	927346.8469256182	779286.8516981752	959647.9353530781	2110114.062648556	2769691.700661967	707387.91642051	4168320.325636464	1855152.8148502817	2062830.0495414669	3201656.740984616	0.0	0.0	0.0	2765995.90840568	527777.1312927332	4284043.428478789	0.0	0.0	1142468.0988829555	1545602.136972995	1481399.1313860202	1630512.9160467354	3522781.495805154	2162551.5778564876	5221512.066231775	5219926.45475216	4739588.781879435	0.0	3601793.497032779	3164501.6799421418	5400175.455734332	7414260.39890584	7722763.085969507	5515652.277801603	6549037.815106753	10551087.013320314	11285332.49300448	5850680.647247248	0.0	1966496.5503714695	4562948.468194875	0.0	9704367.756877258	13478469.741789185	0.0	1443768.1965722041	1825324.80319809	1300084.6198401854	F24596	274.1199	162.41	160.83	163.98	7188.0	183595656.0	0.92	0.94	236.0	48.0	0.8333333333333334	False
3158	1547135.5605152422	1482571.8059373663	3362128.962475238	3346961.93783526	4200388.213656612	2089182.6518578352	2574848.741895923	745304.0441948324	2382412.695853706	4440692.540488109	8532059.240038894	2873693.385509858	11329041.444335911	8608564.118533248	8129228.682535029	10478533.562334042	9801116.624053093	13634946.320445936	12095612.273783417	8977969.487545207	9341957.916408096	13111719.36233866	1554375.8999755788	362016.54925450665	14299557.121544613	11064091.82166037	10069285.124399306	10414998.272280522	14714320.455045005	14411419.681395346	10658800.941934831	11915457.968552224	9694668.893785689	3523640.361499607	13960516.77915602	10642184.35033515	12539926.572109962	8791733.934032172	7543136.319816338	9526907.757426733	9483445.17428092	6551090.767057105	11795522.796528202	8950629.66278108	2191235.933841743	4947685.212423166	8140583.922267267	3868234.164344614	4483148.257238676	6232559.585357093	3766414.3612826862	2592160.884163358	1733723.7598998274	1274436.3084660652	F24676	250.0455	192.46	191.02	194.04	6026.0	426529683.0	0.76	0.94	42.0	59.0	1.0	False
3166	3898157.8239621907	4845224.207851863	4841857.61258387	4876993.6724719275	2747077.626553367	1392780.0837510943	2096248.9411272255	2307244.4914487507	2247951.5620140973	2798745.9421425764	2710155.6785433553	4589011.138526367	3875843.279355469	3347543.8856759896	4760394.89994977	4419849.423406676	1953427.2915315276	3452307.7258526054	3276331.293826642	3870926.8378026597	0.0	3749843.6809465685	4443221.121729794	1798201.423535506	2364188.9109257148	3863696.3241154933	4817746.372366726	1764763.0329005748	3690841.774575017	2678690.2769213007	3770139.332426548	1817983.1146106927	1678031.3210385134	1494589.2996194272	3728641.092278931	4066278.871492413	0.0	2347362.075943812	0.0	0.0	0.0	1434236.2899980748	0.0	4369210.16069126	981087.129904011	3210932.9996273485	3378236.510530412	2320709.2333207033	1078560.8498166308	3056649.5456901933	1341186.5632449172	3611668.303094271	4228911.505975351	3500609.483849071	F24781	296.0517	298.98	297.53	300.55	8194.0	213527803.0	1.0	0.95	14016.0	51.0	0.8888888888888888	False
3170	27806334.459029276	0.0	22517416.061330076	23484349.186156966	18040886.587123014	20156973.23848822	20111064.840532392	21036975.6149462	20735351.501943886	16548410.122671409	6708513.283241079	25269435.598893117	10028132.664802803	3819997.3340221145	4692001.569044818	7349037.0666813245	2960233.7692955416	0.0	0.0	7730464.919334564	0.0	7190742.784892263	21195194.17924711	0.0	0.0	0.0	0.0	0.0	5276964.880806072	5154961.352950654	12098801.910874557	8505818.537284968	4428430.163680379	13071457.111323379	3760077.0830031955	6150929.409564715	3492165.258032972	14936653.256097034	19591508.234893434	19367003.644678533	13790737.815097777	21533799.45915039	10536867.200812263	18291242.881019782	9853799.459543552	8959810.5968477	13408737.701078944	17374986.532897327	18143498.450180735	52262708.2711254	10645800.771857612	22064548.844729774	27373902.355082236	24444061.496976268	F24802	296.097	317.36	315.78	318.94	8199.0	1083806002.0	1.0	0.99	67030.0	48.0	0.8333333333333334	False
3218	1704710.4821351045	1911106.3311374087	2218281.9843098847	2356352.9700618708	1572179.0927843447	1502319.084871149	2453863.8331016107	1588934.5830243193	1839282.9706321256	2169389.046924457	5407131.645558411	2680221.249750271	5023605.769707944	6540605.934544653	4463694.4656841075	5688438.833207425	6070319.788763019	5743171.150464967	4915661.759918901	4483350.506373508	6767005.274201856	6462431.985420348	2401682.401926749	7484417.900875368	7080366.830206849	6530891.638934773	4727473.827396273	9120331.188118814	6361283.142116835	6803108.047229911	6236582.47995035	6255178.944604509	6505858.433349912	2238825.596062139	6820621.56000859	6176519.500240503	5626938.788915211	5596381.064455257	5199154.08284583	3926308.713702791	5439890.980803956	3924559.5168442996	7729312.14138733	4096086.706166675	2827497.868205464	2666588.329935028	4887129.107962087	0.0	3511418.552778619	4727839.849554393	2584963.740246555	1781463.965024971	1945870.641834845	1988506.3582886897	F25029	323.9005	154.1	152.53	155.71	9506.0	267195917.0	0.91	0.87	120.0	58.0	0.9814814814814815	False
3263	942435.7479677026	1222920.4673934642	512586.5512994631	911544.0171858346	536165.0284428784	708547.2310271431	818999.4759057924	1458793.7431885775	488860.6422055427	0.0	1519296.6559170836	1115358.7733608184	831699.5430080064	2901617.524938938	2053954.4704203454	2548864.0669798413	1507627.0895373793	2849497.736822214	1959126.5086229949	2874443.3722312646	2109325.0146233393	1546311.9538615514	1074618.2027306752	2643669.689773838	1785759.2808035854	2226266.483205555	2392914.5308303568	3050303.0630325777	3193026.21352673	1535861.3056141408	0.0	0.0	1220284.3857681795	1354514.5225804173	3828053.1553612254	2473802.290570234	0.0	352078.79634220194	1483698.0325910768	99343.16735794306	609814.0820576493	945792.7362545544	1134803.037411403	1837410.6518655855	1105330.0451672177	1495988.0120030674	0.0	1492194.7113328497	1201586.811029762	1376357.0116958928	692335.8904153235	439739.18405672064	584791.8023358892	762615.4886981894	F25302	297.7343	1.3	0.35	2.62	8256.0	87951693.0	1.0	0.95	8892.0	51.0	0.9074074074074074	False
3269	911420942.0317556	841209905.225432	925148323.4960849	918125416.3144685	651141315.650137	712538731.9410238	659249693.2198945	703656322.4965686	542371415.5405213	482492267.74479264	32094993.551064253	909230078.7101438	52133686.80524497	40846130.330795854	62917743.745322384	57700235.94403903	51235217.5750792	23748246.927461706	40569086.59752666	39861851.872572035	31343374.552913245	44310472.09851125	733079031.9253541	19855918.942877367	5576381.852661328	27940582.743454427	35286470.97268625	31373105.370374497	37636854.74309197	26508739.468241766	33175766.207801294	41578037.435181245	45751119.747747324	430312140.07620883	45958546.886550754	40151241.45600416	31117886.808156036	43567676.41172945	45029176.81366294	38771541.9987032	37300946.22470325	43207916.945726536	34904129.17138582	52042751.07588	397214285.73809314	54392184.82949522	59959785.836082526	29479004.047865283	59210782.51794087	52011569.27285643	456905928.07162386	889642164.3739675	634780047.3020387	704901099.2021587	F25344	275.0887	392.66	391.08	394.23	7238.0	1846568931.0	1.0	0.99	15.0	57.0	1.0	False
3301	11139467.955573415	15637767.516698107	15341275.139172088	15429786.899885051	16663055.228302235	16230358.683968902	16505323.195647668	18192459.229479153	15472658.40920849	15250441.367003357	3593943.9549414343	11627520.488642955	3846440.7495827097	2984300.9381806534	5295814.785487459	4831026.95432829	4623412.011613919	4531825.975210154	6102745.607252714	7448813.190116077	4602778.921501837	4070635.2089801924	13151533.724250937	1175316.2292276758	3679702.305671006	5189708.6374955615	5270748.85278866	5463497.72847286	6431709.454907681	4083427.858218006	4677125.8484731605	5233092.796506099	3738293.5725157186	14382790.289960131	7649694.891326807	6085231.696777103	3449997.4839109397	4561768.813496262	5740611.44683638	8120222.053940138	5221538.369242913	5534428.161970349	6060025.048917815	6477580.531187872	15341606.905641342	9004220.950389542	6438964.902598399	8525355.923033256	7428220.688735819	3456211.896182947	14906397.325846339	14052367.083496783	12962783.383765046	16407143.555345142	F25464	324.9136	206.68	205.1	208.25	9554.0	814359996.0	1.0	0.99	47797.0	59.0	1.0	False
3306	952042.7170178794	1181686.23249847	978079.0747667563	1032868.8518697285	280713.13642879995	828024.3512650197	1171676.9725919068	1393280.6632586864	755519.0075944926	0.0	997986.9150351412	1254303.3287430878	1969173.9974825555	2657471.8394306498	2831036.998776209	1889196.3269984408	1409215.182768313	3216017.829431953	2616576.182409139	2192876.8487470234	2300659.6015238524	1407998.8879296815	1179258.3926634777	3056262.1575842053	2527734.3782569747	3246340.4261297453	2838637.8341240156	2910857.424655193	2962519.6073659905	3458483.698026984	1414764.608069208	1098214.0633105722	1015775.381230354	1284036.9556186984	3525823.186115806	2583931.659536732	615361.8290200437	1000016.6255283118	1751680.0925941998	566191.975588093	264116.0381858366	1239890.716471228	736342.4696443629	2063967.3679020589	1144673.2763641812	1844291.448501764	400493.50436488737	1684541.082740502	1991425.0136265415	928943.6451788495	560079.5029804244	459095.6831228146	590361.4116244402	919641.5595339055	F25498	251.9824	2.75	2.09	4.19	6094.0	98662241.0	1.0	0.86	568.0	58.0	0.9814814814814815	False
3317	1535328.463621664	1520883.7224677918	1737832.7871835586	1964734.370843542	1276138.881811335	1807301.49885944	2005367.3224389667	2013876.1575817396	1656704.567184152	977904.5583907911	1647409.2383055675	2022733.2022298863	2295578.4096275712	1326263.6324046215	1772331.4576778512	1892557.5420248492	1163346.1406565567	0.0	147598.95730492315	1880218.8771226904	0.0	246472.2687915921	1351313.5619731944	0.0	0.0	143229.67003207403	511055.5601640687	206733.30372477006	399701.0096987623	177988.66130686394	952460.5426462026	604093.111058744	1250089.447504218	2278230.112229094	1873772.3808266367	2194215.3615130372	406513.6482398294	2492099.269207712	3327734.373483988	2740847.3502520556	1838990.0394449488	2450967.93497052	2132662.2354022125	3301832.409400755	1440506.487400034	1320404.277549806	2830890.0418117912	2079031.3225314394	1803548.0937774137	2677262.3382742787	1791704.4540260741	1606819.2321162594	1917475.3812794895	1698020.7621050896	F25583	324.9912	366.92	365.35	367.45	9564.0	185792241.0	0.71	0.89	553.0	53.0	0.9259259259259259	False
3318	592894.6346490277	394496.0958141329	476074.50788048335	66456.8305422606	140146.8251967808	430209.55612219265	297155.1390522714	730460.639876064	448556.5785927322	172382.3393759699	210036.60923101124	0.0	380385.43363259925	414473.80335900746	650546.1034230983	824188.8427306759	544014.6168386979	0.0	0.0	468781.2128123752	0.0	0.0	391120.83613320225	0.0	0.0	0.0	139122.45179208202	0.0	215195.9217905727	153791.7564328729	839870.8289934623	363301.9987888213	356530.48434988875	694088.2015352441	610816.2597510511	135923.10331891317	222427.1143788793	827833.3697242372	1394889.9459188457	1137925.8894011395	623345.0694854243	1293646.3647508926	454115.91944533185	1199892.0376486513	394024.3694078349	440045.64821243635	1031831.0284857242	0.0	522753.1696843682	1255409.5585344317	432274.19432390435	451560.04449179233	542765.3871809123	602425.1888492608	F25584	324.9912	367.58	368.5	369.15	9564.0	102406604.0	0.73	0.97	508.0	47.0	0.8148148148148148	False
