	Pellets_1_Rppos	Pellets_10_Rppos	Pellets_11_Rppos	Pellets_12_Rppos	Pellets_13_Rppos	Pellets_14_Rppos	Pellets_15_Rppos	Pellets_16_Rppos	Pellets_17_Rppos	Pellets_18_Rppos	Pellets_19_Rppos	Pellets_2_Rppos	Pellets_20_Rppos	Pellets_21_Rppos	Pellets_22_Rppos	Pellets_23_Rppos	Pellets_24_Rppos	Pellets_25_Rppos	Pellets_26_Rppos	Pellets_27_Rppos	Pellets_28_Rppos	Pellets_29_Rppos	Pellets_3_Rppos	Pellets_30_Rppos	Pellets_31_Rppos	Pellets_32_Rppos	Pellets_33_Rppos	Pellets_34_Rppos	Pellets_35_Rppos	Pellets_36_Rppos	Pellets_37_Rppos	Pellets_38_Rppos	Pellets_39_Rppos	Pellets_4_Rppos	Pellets_40_Rppos	Pellets_41_Rppos	Pellets_42_Rppos	Pellets_43_Rppos	Pellets_44_Rppos	Pellets_45_Rppos	Pellets_46_Rppos	Pellets_47_Rppos	Pellets_48_Rppos	Pellets_49_Rppos	Pellets_5_Rppos	Pellets_50_Rppos	Pellets_51_Rppos	Pellets_52_Rppos	Pellets_53_Rppos	Pellets_54_Rppos	Pellets_6_Rppos	Pellets_7_Rppos	Pellets_8_Rppos	Pellets_9_Rppos	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
6547	1964013.47398098	1777026.3177993791	1698855.4560781757	1135771.8624288153	1679055.1891187252	1108338.845407955	2564202.836643881	1677649.3340918098	1240677.457912626	1520496.3939905344	2886131.2449712995	2765288.0882539316	1593454.5626359205	2832131.2372805486	2285294.092652997	1792542.5664352009	2211844.9924470703	2323772.6680707815	2896200.673505693	2130425.8679609927	3463832.116107268	3143776.902937999	2496304.5105868727	2945717.3566427603	3111240.674100593	3355363.9916071915	3266503.897161364	3529263.9452851447	2266757.2647340293	3166079.029923997	4892605.146952643	3843191.701622785	4108741.7465652074	1918303.0431178745	4600354.500722222	3790626.955673501	2863339.4954652246	3236352.1843210068	3187002.3110356405	1891878.716960576	3799261.2160941255	2444592.5720910514	3755200.646257059	3165498.2060812484	3611736.0454355036	3496211.5964476676	3066952.762371941	3322273.1035021567	3288934.134407297	3630883.6244121795	2685745.587098943	2012891.1229640525	1358750.862719835	0.0	F38016	366.2483	25.29	23.72	27.02	9558.0	164679603.0	1.0	0.92	9759.0	58.0	0.9814814814814815	False
6548	2037872.557281949	2009377.0857517943	1953110.6886741503	1364182.8006012717	1580172.6128781226	1593641.276637824	2181160.607361428	1777960.7590485632	1814360.9961414281	2106135.6453314545	2194863.009952075	2481597.2389551136	1301547.6817252873	1883667.6449924519	1995344.7743215244	1711771.8848675	2650202.6974688857	1194229.9628667391	1980990.770690336	1708571.115696462	2049255.287958667	2128454.4011646025	2068365.3607854047	1944242.7781437605	2574064.7946604625	2305383.3565496933	1806857.6254342839	2428356.7290527634	1798045.743596519	2048900.9876071992	3702592.0712714875	3037767.7750540795	2951860.3957466325	2082935.8573743652	3046521.8061881093	2804368.3843495427	4390410.459513173	2169409.328160448	2581034.8458515275	1658996.7728842641	2962254.1813576515	2319292.926848478	2923577.808761947	2527413.328778369	2843688.6171856383	2472709.768147104	2970952.2695396887	2315598.1718320544	2684453.304603135	2731880.717137723	2243158.832854805	2102816.967406045	1591011.7874507273	3593470.892292486	F38017	366.2483	27.81	27.02	29.39	9558.0	133552932.0	1.0	0.98	8531.0	59.0	1.0	False
6549	72229.95920687761	1457104.2093408764	1096597.5448439782	1059366.6330532145	954398.6755525679	889777.5842041321	1546203.3013486397	1367210.5814636315	1094983.685155927	1064778.3473825697	2036975.4640483437	2294454.810035268	933849.8929976489	0.0	2053365.727453172	1542465.446791357	1915111.4536168205	1057682.897228405	2005573.9548291506	1251491.9286521957	1996419.654151633	2232500.3472167845	1686289.4587005938	2024264.5724261208	1703096.535112602	2338829.226353792	1863136.0921260961	1664897.7203378873	1655718.533978712	1755170.0885803732	3532672.3692897474	2563811.9452361385	3170776.3382098977	1586508.4434872759	3389085.8719046754	2929314.8827101626	2460299.8342599776	1770117.0798185004	2165619.8650407367	1348067.5070519862	2616567.7235282245	1505070.9002816197	3011719.252064829	2132654.195920169	2645619.570877944	2474323.9939927133	2286394.0014322735	2014360.4831019205	2254353.9998483374	2734796.5887287618	1949002.9528922758	1617851.6640872369	742366.6521437911	0.0	F38018	512.3064	26.63	25.03	28.2	14406.0	108930584.0	1.0	0.96	2952.0	55.0	0.9629629629629629	False
6550	0.0	3474897.558743601	3098107.6571329823	2700281.754059051	4412752.21843856	3801340.7304485627	3642205.7244674577	3418552.647003023	3591331.161645857	5769930.00604813	204400.6793379907	3390171.3555357936	318041.2338335719	0.0	691867.4414991322	867896.2205141238	236092.16086690314	23138.038908593215	40431.2846531609	31733.50049949794	21765.248021892916	192893.90330429285	3803170.3149522715	11700.881932116767	0.0	42406.08186166288	46628.14985463373	0.0	61578.17949707211	79515.41958721506	209911.0098981685	391677.1788857378	323743.6669911081	1363369.3417709437	138808.45355348257	189063.6640864425	227759.89514000344	543847.6050965602	1218579.1278903685	711126.0763346595	129942.57127808592	515629.357007722	242960.15028382497	638957.6484030396	1643343.0887841803	489774.6581225131	545938.4774307123	189174.55710365123	584129.7625092898	379768.8937239525	1854544.9574490527	4317208.872647138	3873500.1280927286	4551363.066370929	F38019	512.3064	92.38	90.81	93.96	14406.0	74044173.0	0.73	0.93	281.0	53.0	0.9259259259259259	False
6552	18758912.65971559	14794547.110384108	15141452.349881109	15845402.464114575	10268979.279699598	9376553.428426325	11508972.03856476	12056639.216923494	10491117.393143747	11538913.507293765	9744393.164714916	18145968.60906876	13686571.394443927	13193973.508243537	13102433.922944238	15563291.479225839	7287569.7514002565	9955335.982449265	11455895.60809595	10804968.530811634	9589010.362878885	11782974.528835855	14486673.813451266	8229690.725956657	11481608.166848876	7837343.227264346	12334834.57477529	7348584.755934315	12150808.117365625	12631154.495416032	14564474.53774154	17430313.652648702	18530766.20061522	18299080.79293018	17005596.449882	18503419.722575385	17732267.349985972	19985630.335165624	18655695.126394656	14417882.280998819	19942863.483805105	14355525.094630217	17898296.23716681	15929093.34505347	13840816.434080694	16519402.62981679	18811407.248670753	14143500.318897393	19169806.478171058	15522743.213021485	13640830.403191896	14403453.47459448	15433480.571759706	15053363.134572556	F38050	410.1647	30.87	29.25	32.45	11154.0	840910729.0	1.0	0.99	60347.0	61.0	1.0	False
6556	28034512.840234634	23049180.989406485	24085277.456074905	19187505.48129737	18025124.86630919	17232267.783256527	19110200.171250433	17562620.30434814	22089583.91674146	23907319.80770087	722695.8540138548	22813909.888508268	1360062.2341359707	1187339.8017000079	1204836.944175684	1673650.6860049414	750961.4351497386	200938.8526393235	379790.89203920576	617181.5151561728	402879.6064937501	516475.3845427705	20030258.030349944	278543.51378096285	220558.60209807055	354905.7186312083	561869.3827858862	327900.66319593904	560367.0787282672	377329.28451762645	357014.1307288189	462139.3336035594	584352.0089236641	14758495.07813055	643368.7159553077	749270.3440430537	326300.01357690955	1642171.2781398566	3529671.7981058755	2235748.1263042726	1652973.904180313	2733381.2894540126	1912028.0788637686	1526193.839851668	13131453.305982903	1017514.5178913954	1363276.704719276	1302589.3277529257	1295228.6166216694	2548231.7255437537	18804247.246775836	30470848.218108907	32262389.780980207	31979367.736860614	F38059	410.2111	161.86	160.28	163.43	11157.0	464645022.0	0.81	0.99	25.0	57.0	1.0	False
6558	2327441.178453463	560654.4434874656	2642810.983713666	0.0	1764083.6916264764	4366253.212348498	246520.74279607445	1416620.9024749426	1250771.4041373143	0.0	1299528.614465162	138670.64576898242	2980661.826859619	0.0	327407.35575923155	1754286.375351306	1993652.7705111816	0.0	2708245.3770448337	685957.9049827101	2851995.837705936	2923126.1261493214	0.0	2826944.8063433324	0.0	0.0	637557.3612451552	0.0	2378725.839102764	2647710.4266838594	77409.75461102827	2978408.9368470176	1281677.194427362	3674035.758431085	1797251.5515278662	488138.59668111394	1261041.3428019856	4307604.062853084	1846551.968563702	2063539.0042463432	4147006.4713870795	4218845.138528576	4391396.25708418	2847774.047122908	567160.0740586628	1518152.3753050524	1546827.689114067	364620.4230540158	51703.65904731439	4951652.913062701	4153757.7866753116	5958814.492771669	2014884.2578636138	455752.1259828085	F38069	410.2294	0.66	0.11	1.84	11158.0	106598423.0	1.0	0.94	344.0	51.0	0.8518518518518519	False
6559	6321151.912990453	5724645.947601728	6354062.605711696	6183349.781529408	4171247.139645626	4040601.1729362803	5007239.329535064	4683833.744246216	4400169.307711578	4981956.281808428	4439870.612997757	7149876.743505959	4407032.584230341	5519885.674532632	5341438.127435682	5318932.275544916	4829793.907950148	3893588.147993851	5222048.228481065	0.0	4379885.376150589	5268412.617522785	5594525.084617221	3809336.295584353	4840648.414458623	4954401.069408992	4881274.895923058	4656155.1479256805	5237934.668172639	5148139.964437052	7521317.434289198	7036137.351095359	7821356.6917010015	7020512.395544299	8516181.084084623	7324950.278607826	6861226.917729215	0.0	7000926.716830844	5400331.577701666	7160368.836807016	5798568.045533796	8020651.590134993	0.0	6823029.383256705	6503663.411692023	8760510.955626434	6855769.529397101	6985914.740827833	6378889.9635562245	5779503.51827726	6054367.29363837	5757592.8457126105	2556323.4135021917	F38073	410.2383	27.02	25.29	28.6	11159.0	321687341.0	1.0	0.98	1848.0	54.0	0.9444444444444444	False
6562	1157143.7170202457	1209030.2667215923	0.0	0.0	0.0	0.0	1359765.4109915057	850195.2750616856	0.0	0.0	2315702.590969737	1529571.0948393673	0.0	2075488.719583001	1504857.9141511954	1003903.9057242483	1855420.3038281428	1087002.988208989	1961622.4844026505	1266778.340005791	2814939.5799273825	2011921.8127991115	1437517.5484352494	3003793.1650111973	2430620.2867654893	2481063.681128895	1955861.2791860967	2958384.5434146184	1835629.3610415102	1728051.5059374964	3200344.0955911884	2606133.5889296504	2201434.1042894456	1087334.4218753823	3511397.179423749	2613693.71151817	2699149.1668307637	1516250.648125891	1506148.571041563	858521.97605587	2353370.4174041147	1293004.870347168	2034148.1488068856	1943552.7772140177	2552044.299873524	2102099.7334894137	0.0	1744583.7857343869	1768397.943033975	2257428.090024932	1705513.2410425122	1250800.6369660608	0.0	0.0	F38090	410.2746	25.71	23.98	27.28	11162.0	93329782.0	1.0	0.96	955.0	46.0	0.8148148148148148	False
6576	3386392.305995981	3343222.183470878	3543401.2190113827	2745010.6554444316	2000846.4388871551	2108378.1014616345	2498369.4906711685	2685585.9423680115	1867511.1850754998	2783219.974837031	2771855.524607469	3413644.178262481	2348033.247137835	3127646.140332527	3226587.7370912614	2950846.3438243116	2790862.8276787535	1873940.0743970666	2927769.2262884774	2215555.887448623	3047012.857174628	3005418.088232774	3221642.308299301	2590493.538902196	3100823.977481116	2753686.966274941	1973049.8548918692	2990849.3262625854	2788866.3136984734	3051851.5724541266	4642699.536226925	4201147.738303374	3974442.106833238	3667299.9897939344	4958895.415946401	4497056.254970272	4757730.8610736355	3252204.3901100396	3675491.981028095	2759679.8798646377	3767539.7754855487	3113618.67239412	4455770.672212065	3793250.730510802	3716546.414796176	3104558.699032265	4734998.746142188	3425768.720319424	3387208.108935713	3511235.208520449	3365497.6180923507	3241465.873910621	2694598.269834357	1926125.289075301	F38132	466.2644	27.68	26.1	29.25	13036.0	190364985.0	0.96	0.93	902.0	57.0	1.0	False
6582	2653409.2619533893	2903302.441382553	1997994.8747833746	1935216.0318365996	2150691.8967388836	1797320.168416388	2825555.0827624504	2043415.5785710397	2088664.5126652704	2740216.1648478406	3335721.3901310656	3544575.2435569507	1728278.6988279435	3344034.6391664264	3026074.990531521	2412022.8775516255	3581202.87322154	2188666.693432501	2651324.6372759338	2688436.8481484368	3583208.331482456	3488693.5881507895	2707852.0065893303	4018335.750248214	3605218.9566332703	3615051.886241526	3201998.4955324084	5116022.698342099	3554566.237211973	3100461.660727916	5319325.8155455645	4179543.9650000716	4409463.903049238	2483939.7416430353	5867287.365636895	4527085.850904737	4616574.577316534	3226079.7739927415	3254471.1080835424	2061794.8015934508	3853057.008628178	2932014.7701432663	4454293.5868655685	3363937.5659891143	4329586.022634987	3769717.8367449036	3263351.376056952	3317527.1724260324	4047167.754427059	4689941.487473573	3699740.4787880066	2978154.6594134956	1383632.9547519037	1999012.9824866077	F38142	466.3007	27.55	25.97	29.12	13040.0	192160645.0	0.76	0.9	2815.0	57.0	1.0	False
6593	3595929.1827260996	2831655.8907728554	3671094.287760137	5370007.623215915	1594176.8731705032	0.0	2428475.2892647455	2387510.6709745903	3126775.150816807	4314219.746747793	3143272.2551753465	4453645.973593787	3738529.4109525234	3478376.200319991	2921142.3229768146	5066247.992700938	4403595.859900614	0.0	1067597.001454974	1456565.180674027	0.0	4301740.83747273	3925097.5983645148	0.0	0.0	1496675.05744636	1529367.1995718363	0.0	0.0	0.0	0.0	4387363.416292141	4752814.770874924	2183758.9680881384	2316586.5703417966	0.0	3507768.5409119832	2414871.149909068	4888955.182092398	3822214.6599590173	3392005.542336057	4194223.917357467	4707546.892474253	2151213.506109291	2204028.5039827125	3339714.3316080323	4992297.679296274	4570852.104965272	4195264.821489392	3965879.4449460064	2159425.557485841	3062396.513831524	3313456.4477307713	3315484.598512126	F38182	512.9163	21.09	19.52	22.67	14425.0	156390543.0	1.0	0.92	12478.0	47.0	0.8148148148148148	False
6643	6560182.894393877	6723855.713833552	7479012.510155021	8047349.722991237	5146850.120975805	3656449.617626173	4262540.346922941	4995009.049707463	5114059.014771338	5989496.517127266	5846711.165574767	7142941.478844988	4371375.340602219	4319166.216135038	4889512.694613779	4733546.5669576125	5419387.268111271	3567706.839954741	6339397.9499123525	4351435.338870863	5248686.265586885	7895912.802438276	6918809.0723272255	4046784.744258852	5481167.471077799	5040844.356810192	5250360.124090316	5666642.587020818	7587912.800106292	6902596.820743554	6849648.083843332	9852286.761935577	7778947.068112733	4148906.1820210703	9006109.775678517	7612242.25394918	10183390.006444797	5493493.050594275	5334550.877501103	3850602.4920159965	5191724.3586440785	4636008.380928298	7179748.261655334	3314271.720665709	3703055.2512241765	4224235.176385978	5259500.835557413	5371221.24210752	5902929.301016869	6901509.547186416	4899996.429205945	9052950.742641972	5914911.012383849	7726892.97222535	F38283	367.2822	112.31	110.73	113.88	9591.0	351131580.0	0.83	0.94	2124.0	57.0	1.0	False
6659	401237.30059590656	294050.65465733066	343696.8773450203	354602.5799497136	73969.42610308922	61815.59312314034	164077.21550092817	120370.41019141203	0.0	0.0	53383.63638586955	412954.71227619227	29115.010797981366	498138.57626124955	62943.76970077276	171883.37913717292	155453.31255923724	58139.89640895902	38387.874928012054	92978.8360310096	101007.86620885429	197814.28604192735	349536.10091389145	194696.3029890654	117900.63260500804	412248.8821654706	226020.29902199784	149757.5255780723	203675.5445577884	254053.54603579748	592727.2945269567	325888.5799132119	511814.35996455076	313497.94067758817	684031.7625918684	243149.3534078574	828663.2169006484	134042.95522373353	369390.77864603436	381140.6063124002	0.0	121944.06748715114	508757.35399611836	547999.8974291951	497218.50509813824	476626.82722787076	212587.3476924254	270282.0072483912	534697.9287801735	441923.92846194166	176664.21703792212	173108.8109040232	397228.50520226295	279960.8048751698	F38360	467.2686	27.94	26.37	29.52	13064.0	16364189.0	0.72	0.89	1275.0	53.0	0.9444444444444444	False
6688	8172201.185497342	4225075.94445223	4892295.576441283	5405249.678397466	4556334.387650935	2623467.3646961236	4170639.510262207	2541493.817013657	3282303.936684647	6059859.96668351	3209200.349197582	9127412.974341227	3738317.988749918	3465075.959896021	4188761.867539017	3880849.060199452	4618004.74271041	0.0	2530630.626293158	2332014.416334907	1834493.2861174948	4683443.563758422	6973123.066391789	1453082.361468015	1847334.036172251	2512310.432698703	2718550.550974018	1637656.2659637998	2688656.1029872242	2137396.411184574	2526230.307457177	4214015.060237311	3785862.899653253	0.0	2560635.610488805	3099067.0706279553	3562860.467991677	3439633.585069276	3818213.5161645305	2309741.6854695175	2378897.3779958156	3897561.152929977	4278302.945673451	2430961.4786606585	0.0	2607395.6751494193	4178392.3333096807	3106083.9027680308	3617048.115433302	4549069.35049297	1644120.2738169923	6907352.11916006	4253945.604445686	5370701.02961933	F38520	468.3342	174.78	173.21	176.52	13093.0	204519726.0	0.76	0.92	2389.0	54.0	0.9444444444444444	False
6691	12189487.146717547	6635866.138944365	7569212.629386609	7645783.776357373	7616647.728155943	5691109.17617834	6591047.148598743	4885161.327910403	5700173.565052256	10729372.187800787	3685235.712101021	11776560.333937604	4216309.010442099	4157078.594386611	4679533.8734191805	4947370.215935594	4669643.4304905	1032366.4337139529	1862929.6345032447	1802527.2709114852	0.0	3147148.5898472243	9758087.858959597	787916.4858304822	0.0	1717101.6014596596	2012680.5955924124	0.0	0.0	0.0	0.0	2292985.2958156676	2145879.215498037	2247815.832583979	994635.4694976651	0.0	0.0	1861829.1277549984	3056372.009615504	2083851.6377773082	0.0	2605116.825319985	1672996.250651762	2982128.0856332923	2035301.6077510552	3291988.8562722076	4563798.267870081	1712902.8471065725	2415817.6737133902	2183639.7044452894	3221612.561479128	10974773.196967619	7727975.250434309	8169402.224317067	F38528	468.3454	179.67	178.09	181.24	13094.0	222755568.0	0.76	0.97	123.0	50.0	0.8333333333333334	False
6708	4175760.235455933	3688018.922525991	3391283.3271183954	5378492.812561673	2212568.7592649567	3103489.5320955543	2338825.8900723495	3885306.7665608968	2129801.5386918355	3549894.5156331207	3631650.5066522765	468095.3046954377	1993460.4301934056	4560765.411028584	1930307.710864605	3857040.0590124405	3913101.1307904604	3080161.445459497	5285295.339852051	4179535.7535049366	4874136.416410171	3590189.604263922	2717699.1350305774	3895382.504296614	4849322.579172552	4118904.580143527	6213634.710126846	4109751.69212614	7261071.823742895	2937361.51105426	2506781.2767448975	3294571.5285520894	4414587.097198146	1418093.9822927332	4606011.997035985	3998822.3309283964	4313232.23348702	3723590.389145323	3868166.053462283	3982589.3526496696	3136696.569232407	3669797.3667987264	1984465.2957526695	3136155.459233003	2331775.5363701507	2603291.370774507	2715308.5926467376	6066228.054823853	4407841.76029129	4511858.215138906	3071521.5749596017	2932454.6048247567	3881417.3609474553	3028377.4097313085	F38590	515.134	36.52	35.2	38.09	14478.0	216966454.0	1.0	0.92	386.0	59.0	1.0	False
