	Pellets_1_HILICpos	Pellets_10_HILICpos	Pellets_11_HILICpos	Pellets_12_HILICpos	Pellets_13_HILICpos	Pellets_14_HILICpos	Pellets_15_HILICpos	Pellets_16_HILICpos	Pellets_17_HILICpos	Pellets_18_HILICpos	Pellets_19_HILICpos	Pellets_2_HILICpos	Pellets_20_HILICpos	Pellets_21_HILICpos	Pellets_22_HILICpos	Pellets_23_HILICpos	Pellets_24_HILICpos	Pellets_25_HILICpos	Pellets_26_HILICpos	Pellets_27_HILICpos	Pellets_28_HILICpos	Pellets_29_HILICpos	Pellets_3_HILICpos	Pellets_30_HILICpos	Pellets_31_HILICpos	Pellets_32_HILICpos	Pellets_33_HILICpos	Pellets_34_HILICpos	Pellets_35_HILICpos	Pellets_36_HILICpos	Pellets_37_HILICpos	Pellets_38_HILICpos	Pellets_39_HILICpos	Pellets_4_HILICpos	Pellets_40_HILICpos	Pellets_41_HILICpos	Pellets_42_HILICpos	Pellets_43_HILICpos	Pellets_44_HILICpos	Pellets_45_HILICpos	Pellets_46_HILICpos	Pellets_47_HILICpos	Pellets_48_HILICpos	Pellets_49_HILICpos	Pellets_5_HILICpos	Pellets_50_HILICpos	Pellets_51_HILICpos	Pellets_52_HILICpos	Pellets_53_HILICpos	Pellets_54_HILICpos	Pellets_6_HILICpos	Pellets_7_HILICpos	Pellets_8_HILICpos	Pellets_9_HILICpos	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
3852	26684731.25271071	19877156.478023835	20220989.33030422	18644601.4680495	21075462.316780433	18179313.19903268	21980352.530045412	20926113.951795913	18757047.940086707	22152100.293198697	6780879.329703077	24825174.488415536	8286500.808260075	6110600.8419897	4931972.921876301	5923059.315903106	3351821.671935956	0.0	2693545.206502351	6764837.857799602	1888434.5997433017	6591317.927453134	22773269.141442247	1680866.4853472188	2250519.2460651095	2338927.5064266357	3658104.402353909	2438742.690443421	4046263.400172431	3751491.5029219985	11164289.15722556	9448160.221593982	6554850.447581625	12911824.328542845	4837394.32827097	5511563.141389205	6572973.147261751	13149915.405529182	17066370.97616136	3693026.806652415	18112471.074017677	21754414.172338672	10227423.417558318	14187453.552268125	13526135.462916281	11398498.357551387	12284194.07525812	1296520.5463170055	26940905.224653434	46351255.83158302	12040039.346362272	21794176.55726589	22895132.88574487	24167031.247362766	F18632	297.1078	317.67	316.09	319.24	8160.0	953630694.0	1.0	1.0	79.0	56.0	0.9814814814814815	False
3854	1557825.3817508162	837974.1316630322	674836.7617984195	1121316.5827264292	763125.2333203179	769243.0948642544	870120.461424114	712891.9324913027	0.0	673627.6867359524	1754936.512233862	1382296.8056700327	0.0	1546506.3364659168	1209091.1085613868	0.0	1101658.265327176	1462518.825760132	1058519.4607649297	955430.0053995374	1644969.70695889	1717864.8110820379	1077196.5385339076	1549268.0943248065	2105960.051364931	1550267.795135238	1233382.0262578758	0.0	1412707.4205244351	1706167.3480319264	2768083.923001676	2323079.9372579046	1879225.1500260793	1621658.8306936712	2276827.792767615	2297532.8874876085	2287883.314223984	1936511.5579873212	1377759.0255076597	1292553.2564835278	1540411.2727631389	1906721.8578302055	1850964.4585054154	1774468.3214200083	0.0	0.0	1664834.4266122067	1388503.2299711183	1502539.003946075	1785317.164902939	1199186.7554625664	1069705.848124819	1025201.6766701621	786901.3610234114	F18655	324.2013	27.15	26.36	28.46	9374.0	79785012.0	1.0	0.94	1552.0	50.0	0.8888888888888888	False
3859	1081804.619917462	1054190.6224488185	511551.312262416	476371.5469921981	831150.5196421526	0.0	541203.3737125837	650132.3997049072	572065.7264418438	1083555.1338428867	5609603.00032959	935963.1498600816	6470077.9713646835	5120475.905442613	4304928.572197052	4860263.031793334	2785979.9784609154	0.0	1642813.7361637328	4060502.6155721643	992225.2470788362	4543733.731766573	767501.5186831311	1828205.5133794432	2081915.4700186858	1901790.2063694338	2634317.8539746893	1822631.3654953383	3028674.461716854	2655200.4863922214	5479767.93693644	5186757.468032563	5570019.794414254	0.0	2955478.4255217174	3913574.4959326913	5024524.652662341	7978145.855023679	9433001.639619688	9012879.725203017	10254300.09154786	12407498.361632813	9702810.712382097	7411310.968800786	0.0	6779805.696513742	7814754.017679687	8540225.14961807	11423201.234528512	17711963.78836465	0.0	1037282.8966533142	1162482.4454806019	1442952.1753536512	F18670	297.1267	257.75	256.17	259.32	8162.0	229741137.0	0.96	0.98	43.0	52.0	0.9074074074074074	False
3861	2454186.1858262294	2366313.3771433304	2776998.470331305	2637975.5848928876	2398854.766598752	2985702.2089959476	2579911.4650863037	2949990.273146143	2308964.5173205435	2622736.7349251364	4257656.708654721	2700459.879309708	5051991.18386519	4346641.9299670635	3556732.2436927473	4058190.566070825	769930.4472854019	2196336.5135792787	2435265.842554293	3181699.3365489705	0.0	3827271.6145618116	1976668.1086803915	1960511.8133336827	0.0	2383296.189210357	2733033.1847313843	2353092.080458614	2939366.357340675	3480541.127649753	4045680.0003716806	37705.08897895582	33054.392835503684	4451893.365546691	3191749.469005697	0.0	2521418.3786371658	4867027.93985011	5150154.086518926	3788964.083198184	4863234.234125587	4145097.812774483	3691368.9884406007	4300170.640137931	4225723.971742723	2900618.9460663595	3765829.412623611	28789.318186703138	2709548.0056002224	3746890.635674432	3230504.550164915	2144996.4612813564	2379674.830029414	2162932.339793067	F18682	350.9872	367.23	365.66	368.81	10596.0	190145523.0	0.96	0.93	296.0	55.0	0.9444444444444444	False
3863	401204974.8503559	380211722.7014167	372176743.57401836	357789870.51263434	321269157.8701141	348151765.92542046	417377476.0479113	424639670.2729594	356302932.1944986	266881540.92174783	13770836.849857762	425439119.6923388	19322472.098413948	17694621.493642014	27549517.35392302	27225647.766874444	12221670.552588793	4092129.303355637	8013859.768562179	10932543.485656844	4173966.795429016	13011045.653049208	394036778.95130473	4680587.357666908	4420405.477857148	7571128.978523586	9560786.194826648	36335288.44967874	72990005.25204825	46910258.826096274	37838163.014049895	63561116.48959291	52205017.060451634	322133795.5769618	88394082.40516332	75864583.20334263	75189351.11829309	71356410.31601979	79447023.75344118	82299877.79194508	48668934.619567774	153602153.68512398	71948118.25095908	12491724.826765867	456933954.93926936	26062162.43021348	17554614.93373234	158618071.69826555	263754508.1037193	198946150.919153	317129129.3908771	331308801.8969885	356062522.66035163	357341061.4443708	F18705	297.1588	252.61	251.03	254.18	8166.0	2183322657.0	0.83	0.97	286.0	57.0	1.0	False
3865	7995639071.217338	7857510915.695117	8014226365.127455	8026219724.68765	7662806441.114581	7405518506.843374	7318026484.154252	7541935967.169943	8114175351.772326	8025315971.666781	16921510275.47915	9001512193.048994	15842376255.518759	15806091422.758535	15219538500.074356	15536122766.249516	16501434014.380384	17278051122.78428	16741057905.430986	15502901294.970772	17136627619.01036	17494640955.362537	8532971597.830823	16546231179.714767	18075189346.961254	16094911034.707857	16172032974.366043	15867703655.243607	15406897524.65573	17481808795.373074	16994616021.866829	16135542484.540773	15991682248.261198	8777004682.019926	15631197063.478582	15547673399.334122	15644408362.566483	16150437206.146437	14652040361.064901	14982350320.852232	16335024193.336426	14397344656.130331	15711651455.729908	15486639314.132532	9486173320.654202	14206514150.73898	15148627786.718025	14910880241.750544	12899571615.067682	13904887740.311163	8659398408.868698	7938705450.332641	7776443070.686457	6945604726.292356	F18711	351.0009	224.4	222.82	225.97	10598.0	2252289497.0	0.74	0.99	47.0	59.0	1.0	False
3866	3487509.2608504016	3077065.0690166084	3434639.8003642303	2655716.314300409	1173494.6186108205	2346285.690649684	2778130.749693938	2261906.6536110197	2021061.433386308	850469.8887232952	2912543.3337658024	3507553.5995877343	4618537.343634626	4095463.498415383	4785036.192285175	5550675.013553545	3430975.652579107	4848466.824949268	5016147.136874386	4515333.163576676	4221594.169664147	2785819.145286122	3750509.6050742543	5736758.666421189	3196942.8202901855	5132642.275029976	5030059.409337807	4629335.017516264	4377055.804840315	4043075.7045087847	3269321.806566893	3165180.7511016233	2791362.4686573497	3671046.318192547	4491066.566214641	4347344.0287593305	2359787.70513808	2557209.834435638	3492842.8853407754	3570580.053564534	0.0	2312551.690954772	1339525.742767168	3020837.4644568306	3907227.2993862913	4459442.264490476	3692824.4657127517	2632910.844889411	3268286.6524492386	957613.3557983255	2832201.8376421835	2415276.1787311314	2336533.8775895555	2467075.0023007025	F18714	324.8971	242.19	240.61	243.76	9386.0	207764203.0	0.92	0.98	1522.0	58.0	0.9814814814814815	False
3884	6537468.009191125	5170075.896560091	5919513.062418772	5320680.970022993	1175347.7651977513	3634584.410125711	3391103.1207710663	3155306.3221511063	2843023.5917842225	828364.7682336251	0.0	4658463.494118814	2283739.776946347	1968762.6650843853	2810567.8569151326	3573744.0837541753	1871441.0676568449	2415649.3251758697	2111601.4241417153	2257887.282043417	1460797.8408173134	0.0	5992360.4326872	1734871.7927605696	0.0	2104856.2610831177	2092774.7829787738	1546268.2853040425	1932937.6967563918	0.0	0.0	1494558.3656814275	1355960.5431500697	5018204.424732755	2222551.325399474	2325967.649823926	0.0	1461932.9255004106	2024037.9393744217	2314462.94795785	0.0	1208818.161723394	0.0	1662858.8078757476	4893338.572025743	3480273.5504476405	2267253.393778347	1352595.5560973736	2374888.0563042727	207359.7698180986	3316789.350142254	3711132.19971424	3795114.293065975	4980299.222182319	F18765	324.9874	242.45	240.88	244.03	9395.0	186339419.0	1.0	0.99	3245.0	50.0	0.8518518518518519	False
3894	469474.6819309729	235149.24111144952	523485.7908062102	473445.6180112727	0.0	474938.75969527324	0.0	290771.02462318947	314304.2682360449	311033.5121373956	4973106.819952477	0.0	5899085.0993504245	3653470.369710074	3889869.89398208	5035981.372344526	4845310.108535093	5510706.071276638	4566333.718784218	3035906.4573392887	5289107.416354596	3419504.7436175253	0.0	4957850.85400841	5518389.205727378	3544099.64397483	4110795.2371324375	5937286.66916547	4038745.9301713887	5490216.236330348	5260556.600163783	3431379.9536045585	3495987.7616556725	914733.6529130805	3619450.7478048857	4974745.315057455	4709807.94447851	3151218.4110341254	3339859.15336171	2835777.018140899	3080097.734886834	2460191.8605889026	2184572.2623289605	3478368.211833308	589865.0168583817	1188970.211518684	2829546.3815433695	1960991.4311604518	1339649.9171713658	2121667.6909675314	773496.6587040089	288386.7437162888	308841.61729308683	135909.1856400854	F18827	325.0187	212.68	211.1	214.25	9402.0	133575786.0	1.0	0.96	437.0	53.0	0.9259259259259259	False
3901	821530.9092763851	588957.7856744671	1375042.5299929567	1377792.3606896491	1259649.6675826542	549613.5717257109	1064925.9600746557	1387163.3391790309	514887.2210490469	775163.6630466069	1404596.1261961842	1013413.9611265752	1474631.6935435329	1442657.7649091985	1352485.0753741576	1482246.1517770109	915332.5024411369	2579549.0832557343	1512134.0759922839	1102168.0246537512	1337030.4198388702	1119076.211446824	977615.1331613465	2018918.6854859865	1996603.2163295513	2094736.8392860217	1323111.4261233606	1018682.8068580317	1218817.9471579946	1362616.9324427452	1058053.3590673474	1301281.0802468027	1034877.2589318984	1252382.0380944014	1610334.3228984398	889655.8291953265	980818.7018341603	750844.1957199991	760648.9093761456	875597.3951724137	591618.1572617043	559794.042532373	452685.1554568272	593454.6280899547	1702381.0441755787	1161236.7028896445	953309.6227315725	522550.84346054756	614123.9973220765	341574.3914020502	1217951.4755544534	808910.2152619937	837204.4598257102	942673.4800149519	F18852	297.9829	246.95	245.51	248.53	8183.0	77608658.0	0.76	0.94	882.0	61.0	1.0	False
3902	9342453.865554875	773869.770671828	6688471.603951468	3788233.0371041656	454705.46920154564	3968215.628192487	5681237.111215691	418352.6838152886	481717.6779358283	1209633.3714023428	2119010.0934536257	752545.7572927949	14594050.69055777	1766325.908544888	11100377.55925179	11186222.33996623	8497625.091002515	0.0	49207.648106878885	1514872.4743117238	0.0	925572.7226671607	1094843.6300849912	2772161.353545586	135061.49225266813	2740051.8478578203	304189.249823023	3495502.8869773573	493496.9407957429	344033.21609663137	1217285.8662490984	1663750.0458203435	3662646.281914747	2427437.3354964247	604580.0958398466	8996334.014946437	6566037.662185622	4080623.504385539	22448557.910358045	16914872.564390752	3288874.1100885174	21319507.046378743	3823789.8147702534	3932089.7777011828	0.0	2678238.2365880935	4957570.538182839	3576339.7109612594	0.0	4766921.5591031965	1797663.885800647	1055796.317901522	1196682.0040585687	7746781.273699823	F18854	351.2219	203.35	201.78	204.93	10623.0	264534940.0	0.72	0.97	11.0	53.0	0.9259259259259259	False
3903	1268716.2345355882	5088195.135703239	21034.572336646466	745611.8522932034	4103806.7281897897	81188.22908793962	797147.8134553361	3562738.320615172	4154156.4295956697	5908143.618212492	11728421.806211723	5597814.420831844	556201.5686131847	13193864.550230894	4841410.512222224	203311.0042009338	150497.97737788185	0.0	2187070.927747997	6916759.065276753	1673379.3581211325	9701641.785425914	4626754.606279378	32481.11707731946	4060733.8639374515	1249349.5760095727	4965473.516828243	0.0	4453918.18818909	4558694.235141292	9404645.868894309	10673085.45060677	7876400.83057908	0.0	6423973.096299412	0.0	2891943.611761877	17468792.094148405	68914.08661212352	3641765.1760738404	14179334.10448788	927619.7378665169	16463405.193656571	16364678.671408137	1804157.4930164092	12333963.624834321	14350213.34593728	13145829.83465375	0.0	31775927.279691573	0.0	6441224.035468325	6534917.940884603	0.0	F18855	351.2219	217.17	215.6	218.62	10623.0	329307471.0	0.71	0.91	43.0	50.0	0.8703703703703703	False
3913	147105627.24932718	169028087.17840856	161939045.93508822	166601209.7633494	135894439.56594926	176722319.7649386	168286629.10489795	181525388.4434258	160902919.53497913	129024023.89472693	12626873.816279843	144717183.75903758	10067061.420752412	16772076.023020083	12470745.866350343	11504527.354700739	6332552.9463817775	19539472.696748722	25674827.792070262	22426854.082548168	14715783.580610335	25318067.746652547	162369886.91979933	9715585.25001052	7373526.643496642	21751520.074781958	17644101.257805616	398441.1916567801	4243672.744731441	3519997.9680927945	17360912.665907882	21694522.95448934	13033749.260003647	143996894.0718362	5741167.300658527	3689347.437684933	3473842.605059789	11168220.754955603	8492609.154226549	8115396.697271317	6401419.911866435	4921456.29030325	4441575.545291965	15449850.978173006	155110571.97406766	10719335.489652973	19335224.816787466	8132596.888225422	3537765.321073294	17808974.41816065	150083959.38937372	155781619.99642986	179869511.1383996	169391495.25825953	F18880	325.043	227.15	225.58	228.73	9406.0	1573021057.0	1.0	0.99	5882.0	59.0	1.0	False
3914	21014250.51901593	22458475.39163452	46995588.13126466	33989164.86436602	77319732.73701632	57084837.42717116	26831939.505951356	30798174.067446366	59579529.875082254	77704409.3257732	56060661.48367865	21663614.025709484	47301992.97628366	31655179.99385705	33663700.779006414	40644165.239840075	47481027.323671885	25151388.77484352	38061867.370252244	41644105.07693477	27348990.653080646	62142039.47880148	25476595.987864323	20552855.33484147	24598099.96658907	27972448.790792923	32904884.484372877	28812594.136987556	40050761.622949645	41490566.21556111	58407263.73093476	71713804.92646717	64847178.8890212	36440385.370073825	35297692.4277629	44813440.57335618	56964111.59017606	36430423.142589524	26711484.85529377	13017743.831342459	26544939.371262494	18074222.663689822	13208343.102879016	42670406.67857063	23922814.077959664	37238418.42330761	35732645.92271038	21531633.871706802	19825158.40491832	44812932.80956736	70329547.68278703	63604274.17308978	54767003.0651512	36272384.54884888	F18881	325.043	310.58	309.0	312.15	9406.0	754996561.0	0.79	0.93	22.0	58.0	1.0	False
3915	250800.50707638284	186209.96421514498	269305.3616501302	276534.48939895915	0.0	0.0	521476.14745484694	358154.1105044201	0.0	0.0	2138562.106999226	363843.7298414274	2333680.916335694	1783234.378454466	1920891.5542007703	1945311.40126871	2556206.430476337	2123825.428570741	1810705.4247990001	1927886.6081545006	2031230.6693244418	2102096.0262783277	345143.0288643903	2009084.3895463212	2160941.445988478	1922196.683875804	2287200.8814139958	2049200.7456911316	1516950.1744551172	1958739.0345784144	2448245.5162971755	1613780.2674969537	1808819.7391927002	666194.7981561327	1983244.8870073094	1785885.8650078974	1880383.255996891	2003012.6460575068	1689724.8918457907	1913713.920973716	1807130.9290983283	1512796.980443564	1465359.5743778336	1697800.2465775476	356391.70975675376	1699609.3227499367	1964791.50588029	1779049.9363228555	1490608.6678767076	1172673.5123667435	0.0	0.0	200138.73213552695	338960.25441858626	F18885	297.9884	221.38	219.8	222.82	8185.0	70382979.0	1.0	0.83	18.0	54.0	0.8888888888888888	False
3921	461028.6348706097	608961.5679313694	1639845.2795707907	931712.6108919528	4453227.44354094	2757818.630131484	612175.5706511325	763767.3563986266	2813393.7441936675	4316465.992797847	3617552.3954847404	361340.75470071955	2772033.9675502814	2140562.135303884	2165429.0393530927	2259318.8190204385	2715141.8828245057	1975158.4149491664	2957955.1167603517	2976767.838191179	2051928.2637313365	3895664.6375539787	611893.1709317961	0.0	0.0	2220850.6646665614	2348342.5186876124	2388378.3989565456	3369765.5091203507	3095548.0597616946	4511386.419886953	4447721.6274786275	3638425.079430351	1355835.8342794639	3248678.4285139935	3359821.1172016463	4995282.8555446705	2320303.0054898923	1643084.5725569185	1147257.5698482723	1675347.564071523	835761.5860732704	348553.4126978202	2384675.422672635	456707.1089191818	2276846.7086046077	2155189.3475366915	471842.4866953313	1391725.2839669045	2938235.6796081555	3705002.2172226994	3394578.714858803	2174180.8530600364	993892.1993524528	F18895	325.0623	337.03	335.46	338.61	9409.0	137860947.0	0.72	0.85	34.0	55.0	0.9629629629629629	False
3922	3209032.4242745847	3133447.5343633615	3461449.100511207	3002865.817641678	3275090.994837238	3782773.403602526	3452168.2029078426	3326719.038437969	3595959.518938757	4159476.8620033185	4053863.342711336	3109454.777714364	4606289.93242752	3804476.7040634356	4249106.468613167	4255214.202394008	356996.8179656539	958114.556760878	1528602.797828918	2091075.091524229	647561.8801714467	1965669.4486617616	2813568.559010946	0.0	0.0	1646953.6052850247	1924863.4540582064	1457971.4180338667	1553302.765723966	1292810.6811804876	1769994.6654572352	0.0	0.0	3043339.8804437113	1842049.491296537	0.0	1706643.3489197309	3138697.095828831	3679560.7787463944	2238828.872197147	1996155.1484771792	2649937.387828203	1676484.3698464292	4058907.287432325	3018586.56265881	2843872.8739207806	3617625.613644276	0.0	2878884.15630868	3671903.8943604897	3224350.3194215754	3583544.8981526857	4004675.177361358	3622224.4678030014	F18897	325.0623	366.18	364.58	367.76	9409.0	179427544.0	0.98	0.96	36.0	51.0	0.8888888888888888	False
3952	23789585.62954723	25443048.91876546	62171819.84751985	135261974.2187214	303230121.05414766	48546349.79182286	72990637.0058895	124633505.8967559	88275103.55024654	197582092.80354548	22975468.97273902	37305683.091785334	31215604.41230903	3933078.7834785436	1012845.2115594181	14636752.50233808	20676355.93084044	20633863.617400844	14972545.505731093	0.0	11057484.678203553	17992682.08402223	30034809.427801743	6294817.686146353	11943102.932571132	26605545.34360845	4735013.757795907	21088530.536864895	15240139.64979838	12639519.944987992	12809754.325725991	20261763.107802354	18481703.281890463	34107358.07392024	17149423.573435232	10505753.338406261	17386887.744872734	13470690.88370456	13791116.025978494	9515690.938306894	10477625.974438371	15089408.791750245	13039817.928622406	11100856.438870322	106418741.46126214	9242493.054200687	7637618.614920004	12335494.677245667	9171663.637180954	19021026.52677994	252063439.6017857	192366581.6309297	82370924.28444067	37954496.34406266	F19038	298.0966	34.63	33.05	36.21	8197.0	987189601.0	1.0	0.94	11.0	56.0	0.9814814814814815	False
3971	705144402.5745829	654316745.3931042	699414082.2118794	699998496.9811561	677506591.6046876	650025351.5972978	645800622.4870962	655765014.8250418	701091464.720223	706222885.040196	1421305043.7786074	777687031.2602429	1443871269.5855994	1356201013.1785748	1345054546.4852865	1356251411.1131139	1461933287.669963	1512471661.9532876	1463560151.8194976	1295051287.95485	1481537179.4735825	1503277831.207696	740644603.3346525	1484883523.8820279	1518258013.196908	1330471788.6276972	1418899806.1297383	1409950443.0708363	1330898125.6556969	1510836827.236727	1417556200.6265216	1406373120.9711673	1360009112.792442	778955621.4361058	1370420284.5987794	1286172361.3262694	1349298532.824699	1369364233.9138632	1270471177.6751163	1316387368.034559	1408911871.4904995	1257916265.707214	1289876041.2677042	1342191514.220865	798108085.6797689	1276614389.6655626	1297749408.771235	1273262357.370453	1148301019.9078488	1214605441.3147566	741974458.8460397	685281875.460831	664498709.1391361	602888017.9663457	F19143	352.0043	224.66	223.08	226.23	10641.0	2241631750.0	0.74	0.99	1493.0	59.0	1.0	False
3973	5899549.950273228	5838447.600029389	6198856.12568417	5170673.1551955985	2988393.083313035	3290283.25520198	0.0	3110452.138178758	0.0	3077127.6083226847	6199657.637131432	0.0	5339791.1734142415	6192252.167299516	0.0	5437310.898316129	5907297.477006349	4607968.197533226	5255549.727647358	5621752.307494554	5359169.203687555	0.0	5074920.394921852	6519143.376684977	5677352.077893326	5584336.573474951	6129278.700452249	5495730.544731078	4852583.501248255	6204828.008506492	12620237.228719287	10051456.17687972	10445352.696656715	7653645.256832036	10786176.184730593	11136683.4030393	10888675.858645376	10341227.295026781	8412119.169026652	8070382.493163066	10916822.849613117	7914170.298357908	9203533.062419875	0.0	52285.26825142777	7699958.8010724615	8854636.377843475	7799256.704128814	7299560.529642926	9392399.541651808	6388395.522126195	5477517.0506707225	5220131.029782179	5420958.8159449315	F19146	298.1862	26.49	25.57	28.07	8208.0	377702798.0	1.0	0.87	479.0	54.0	0.8888888888888888	False
3993	3165402.7865932677	2384455.509102333	2270344.0336144743	1947472.266410717	4869015.506472412	9899605.6325171	2675931.8626905917	2469356.9402549746	2429853.8246045527	3380066.6189192105	2403908.0628174073	1858935.8587398895	2240217.5283255028	2389633.809831011	1552729.4476789366	0.0	1766289.6329332185	4509804.220028161	1137995.726866558	1121835.9867932035	0.0	1546555.5182805841	2098750.4135458893	0.0	2132130.113239357	2210203.550202258	1174538.7798090219	1940527.2022333853	1926112.5543612407	3283269.3367586443	2980979.3732803436	2773884.400046529	1488500.8656779903	2935500.284251563	1568580.1117521846	0.0	4129471.5725645777	0.0	1662184.9031119	0.0	2728886.4759525247	2073222.7718063693	2581912.50514236	2208406.910553087	0.0	1410732.1877434745	1391657.6101327124	2209867.9569281335	2121001.305293376	2404911.928573655	3354699.4643926267	3013265.6716032084	3129217.869169672	2810353.509427928	F19217	298.3466	28.07	27.54	29.64	8213.0	165804893.0	1.0	0.99	1862.0	52.0	0.8703703703703703	False
4004	932761266.4622982	795575785.5556115	774930925.3268827	773758829.149237	476057127.3805613	639191000.8808876	743908090.776407	633999723.7869363	542309172.2498931	471971870.13058656	145407431.89110708	751711030.7269635	183502902.95578703	217360538.30963805	263742937.279144	225750354.92720968	160632073.10323974	118883826.17850356	147088862.02695176	184242666.3250051	101323636.57418168	111304487.97702613	813806426.1434132	134191945.0730537	23263897.519407254	169125295.60992944	173601639.400832	59769615.9124466	76826485.8388922	153058.93105334108	86306422.02227119	127980236.97707103	119328349.85072343	617616451.8442317	67464829.70476994	101783365.34099028	83218887.59276244	20283239.144432597	127992410.38383073	118724849.70342948	5991286.877435371	91480268.65653189	50043418.74563582	154744663.152622	663918244.0023917	202902070.0169964	161526437.48619738	63806348.07285147	132242791.73941597	79395807.03345622	438856818.3294373	574821126.7976614	0.0	0.0	F19241	265.1115	201.65	200.04	203.22	6704.0	1470275159.0	1.0	0.98	172.0	56.0	0.9629629629629629	False
4005	244117.02910300385	0.0	248655.81223661752	213094.54676658544	0.0	118947.12402886795	353557.1863523293	273500.4166852852	234261.79571960936	0.0	638382.3054623189	254448.69834164978	717216.1404252347	726221.9764647412	589733.8249711279	711286.967565424	438768.23969904694	748094.4077254371	1015346.0369144551	776002.2062221156	819126.3576018608	607307.5238342938	253510.8204993343	1186753.568548885	1003603.3760324806	942231.2631743472	832287.289660942	903451.7932890208	805021.7172168001	917165.822603775	0.0	0.0	487064.4516594565	324881.02810079633	760509.4564936501	702308.7029109177	0.0	449588.75894497114	394149.2647425637	600622.717590743	0.0	402508.2381627819	0.0	660225.7658008311	351078.1516997157	526945.151376347	542083.3367538424	376815.9630953118	450639.2623974508	246203.74237155326	134961.5135661727	0.0	299788.3227928758	187274.2670447664	F19244	298.8396	206.9	205.98	208.47	8216.0	25023976.0	0.96	0.95	85.0	48.0	0.8333333333333334	False
4006	466068.7834926281	0.0	681925.4958408207	829161.2177463145	0.0	654292.1282301598	547180.9417159273	574549.2158514857	556660.9566571431	0.0	1148999.2325067287	812580.8675302432	1238094.0897171292	1923470.3463235192	1713078.064930977	1467757.5821794984	1092883.1610831171	2386442.515322996	2320532.180880156	1750768.3692773867	1522706.3976311437	1243389.1811866206	541766.2824618017	2333228.9982810523	1830901.921179065	2411410.285115379	1783184.8698844241	1912649.909044255	1847475.1379294477	1681687.2523791143	0.0	0.0	906192.9637303267	1045128.7919988132	1862553.7119066129	1210784.346203728	0.0	1268748.879016702	1109109.2985493802	1583088.515145024	0.0	917482.7429296095	0.0	1644508.360779818	931007.6016554824	1437163.7254385883	1383550.0618446323	1383736.2428731897	1426588.9010971508	1031599.0568651893	663349.0140692627	0.0	389105.7545120792	451227.3923944793	F19245	298.8396	213.2	211.63	214.78	8216.0	61551636.0	1.0	0.98	4094.0	48.0	0.8333333333333334	False
4015	1815351.1309719386	1749104.9202204393	4257849.611858172	3000476.485874102	6974774.9887898555	5290177.549929006	2529265.503052528	2910451.572669257	5235381.9229623685	6797059.913114956	4758887.1015088605	1847230.6954943691	3953920.8578421446	3031209.3409487847	2966595.2471705717	3321320.5154166217	4400224.618855076	2344733.346349201	3476387.426063703	3831106.0666148555	2345764.534600339	4937214.710823566	2071273.3315941861	0.0	0.0	2523714.381589895	2913063.806334215	2560492.8046307843	3497130.0639823703	3772348.7330703204	5173730.957286919	6300339.170229787	5279931.240858371	3215036.637415983	3229125.8993767807	4025823.6644922625	5233529.591360795	3233868.3765979516	2472823.7618265846	1038572.92462129	2311896.5196927255	1401055.1191650808	0.0	3903775.026934635	2174282.9267203175	3493383.2264876743	3070913.8865073044	1871300.3279757288	1621775.3542228828	3776277.8873366513	6577790.783646025	5717144.45540776	4961706.866754049	3286624.823661309	F19260	326.046	310.71	309.13	312.02	9451.0	225493138.0	0.76	0.89	77.0	54.0	0.9444444444444444	False
4018	37015440.41544681	31828589.639979146	36580236.93585028	31240436.79397225	26495456.61474698	33649796.33210978	32593343.628133778	30518636.69941828	33625334.829409264	28544296.465432193	6541194.473096085	28998798.557159748	9514499.442085344	8221707.414874499	7840717.340530589	9509872.276525527	4980673.39232564	3542076.160944796	4726610.091894029	7637228.261073834	2861779.0641512587	7324963.108754294	31139008.9899952	2684541.0218278305	1930963.9224636352	4652338.062066496	5620490.474543532	2306297.3895381573	3408633.9887140356	2580322.9681031243	8764400.79752831	10769192.012379138	7713492.169493096	23981625.752566602	4141782.438600504	6573433.687761588	6032998.722979188	12792823.154112797	19025783.177622546	19222138.813742444	9854862.277640583	17284216.53957533	5004577.658467175	12957603.080876151	21129208.42644995	11453802.41625711	11510437.684968581	9977545.82552316	19749790.71359376	26930047.918815333	25766481.33006715	32196390.874252975	38343223.82119063	41197300.593500964	F19269	326.0561	222.03	220.46	223.61	9452.0	1110188520.0	1.0	0.95	661.0	59.0	1.0	False
