	Pellets_1_HILICpos	Pellets_10_HILICpos	Pellets_11_HILICpos	Pellets_12_HILICpos	Pellets_13_HILICpos	Pellets_14_HILICpos	Pellets_15_HILICpos	Pellets_16_HILICpos	Pellets_17_HILICpos	Pellets_18_HILICpos	Pellets_19_HILICpos	Pellets_2_HILICpos	Pellets_20_HILICpos	Pellets_21_HILICpos	Pellets_22_HILICpos	Pellets_23_HILICpos	Pellets_24_HILICpos	Pellets_25_HILICpos	Pellets_26_HILICpos	Pellets_27_HILICpos	Pellets_28_HILICpos	Pellets_29_HILICpos	Pellets_3_HILICpos	Pellets_30_HILICpos	Pellets_31_HILICpos	Pellets_32_HILICpos	Pellets_33_HILICpos	Pellets_34_HILICpos	Pellets_35_HILICpos	Pellets_36_HILICpos	Pellets_37_HILICpos	Pellets_38_HILICpos	Pellets_39_HILICpos	Pellets_4_HILICpos	Pellets_40_HILICpos	Pellets_41_HILICpos	Pellets_42_HILICpos	Pellets_43_HILICpos	Pellets_44_HILICpos	Pellets_45_HILICpos	Pellets_46_HILICpos	Pellets_47_HILICpos	Pellets_48_HILICpos	Pellets_49_HILICpos	Pellets_5_HILICpos	Pellets_50_HILICpos	Pellets_51_HILICpos	Pellets_52_HILICpos	Pellets_53_HILICpos	Pellets_54_HILICpos	Pellets_6_HILICpos	Pellets_7_HILICpos	Pellets_8_HILICpos	Pellets_9_HILICpos	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
82	2206662.653007035	1655317.1054875602	1531643.36554668	1110065.7312641044	1298066.4387661843	1019281.8766035847	1329240.872792143	1323889.7291285908	1256111.1117140106	2610487.270525417	2802116.8338097488	1975791.0076465467	2895639.5200448222	2742659.3346207445	2652227.5915649864	2996342.944854562	1688359.1512982394	396858.0016312894	836681.5488523851	2750274.075732342	0.0	2904647.246685921	2135113.372218665	828778.4304897942	637996.8582798844	941796.8316272951	1409528.7004669772	1206656.1903608157	1410443.8759064192	1461277.0299702925	3427805.6369586457	3465625.398624252	3062034.9903453165	0.0	1724631.912244602	2152783.0030313246	2885337.0996086914	4304474.063477883	4519320.471469725	1439222.8157961643	6093344.479061002	6076507.478973791	4756136.196988032	4853828.485293664	0.0	4397637.687282188	3986200.754815938	2884984.6965222885	8479007.567737885	11887752.14649605	0.0	2388732.1393673294	1799464.6917421978	1978736.821700508	F521	219.1168	307.95	306.38	309.53	4464.0	159463134.0	0.92	0.98	25.0	53.0	0.9259259259259259	False
83	836892.2557250706	529872.4293360794	296986.3536950818	76293.50972753932	25683.111117546625	239394.65032680673	1113984.580489952	1055539.5119284454	193622.522303356	156343.47729903064	6347952.384820912	993465.8749989187	9090512.479733597	13452113.215772329	8412219.44772921	7455481.150558188	2676456.7331730397	1280448.1064602605	1516815.0928623972	3946146.7029926195	0.0	4240805.453194311	1009653.2391639715	2968529.0265536085	3260956.5127041056	3101114.04531954	3536036.532550639	2706621.1617987943	2976192.362657789	2629505.32211012	4512029.5455229515	4181035.056715195	3014949.4143751687	0.0	4122941.1736166943	4242823.078523846	2760998.320509429	7886773.068797329	5573474.106699864	2167857.9204455805	4295443.160737586	7183915.446587801	6611319.8414554205	6768682.729953743	0.0	7547253.906378248	5563320.613981379	1301735.4981328598	14131619.990511183	16310204.522460656	0.0	320389.48507924355	272185.5732739209	659561.7887620884	F522	219.1168	318.33	316.75	319.9	4464.0	200466741.0	1.0	0.98	37.0	53.0	0.9259259259259259	False
95	8823121.842187097	5304883.722348254	4870040.371897674	4456485.2612503385	5537563.866632923	3766437.3284468935	6383362.8748118	3610432.4986660248	3378720.2323718993	6679607.928153544	50627356.0647711	6657733.034328986	56280606.244636245	47682047.20324165	38684589.11186018	39208081.11250421	21469023.701308765	8201191.672010009	10275572.065187868	23593679.740929216	8700220.537364846	35346798.370018184	6779545.377756586	13595477.488334488	25978734.15247072	14143896.48526497	18317326.57838819	13422835.599540843	19894659.222598564	24594067.600880597	32243165.127759635	34749969.537213966	29478136.641576916	1340350.5473787196	26991576.35846808	24156318.8348762	34678116.87306977	57836668.206119575	34025462.757538	30864565.01652185	43849209.27587078	56270157.52718289	97173775.7155246	48407606.646108225	1553647.1881230157	34948484.954709396	46196385.4291301	49699992.646965034	49448713.984757766	87950298.77558905	1283866.2476139204	5539295.995451602	6683175.037387111	5914458.546320525	F546	219.1338	232.57	230.99	234.14	4467.0	997439427.0	0.75	0.99	16.0	59.0	1.0	False
96	79025495.00584991	75430823.41648868	83190944.44845352	79502125.19646463	93865764.8415389	94553432.7921401	88481215.93588997	85102616.50338408	84124132.41291097	108269975.12924756	1250280.4753126318	58666102.97828788	1463311.1267791905	1546605.7006377655	1639849.8874424214	1498875.2658384175	1075795.42870634	51218.755584107814	155386.2669039687	488968.2020384912	52287.57511904018	829676.798662845	75091154.2812937	192452.24750012907	257714.84552672357	446934.43975553353	238606.27762232843	300961.63832479384	277446.51368931885	322575.2778619189	466785.25049627083	780937.2149684554	1117721.3306010442	65824516.27011121	635686.4933844524	625053.4322564981	572334.9712815564	1440165.4414955883	2037922.9488000565	1438669.1516538842	1081874.744291243	1445080.9932147646	1254315.5336500036	1389698.389622031	67660599.86944877	1586850.4919443799	1392893.8215585144	1243896.29264066	2035605.215533694	2110521.8400401445	78374950.00578322	85368951.98073545	87420574.39571002	106928981.78427482	F547	219.1338	271.47	269.86	273.04	4467.0	1844651658.0	1.0	1.0	89.0	59.0	1.0	False
102	5376940.347370416	4969606.362235459	5807907.545754158	5280401.388652975	6550342.6709622	5499503.942170723	6496886.593007241	5267635.974070893	5628076.847110014	5606326.918054448	3113479.3426807555	5114324.72480187	4550182.565980797	3652520.495543473	4078845.83588803	4004784.807099424	2922756.7455776734	932014.8267020036	1000801.4068302037	1556903.0531856765	1225587.987882135	2726202.1496964716	5813448.317117013	1162690.9295475765	846693.0577390366	1440128.7732729327	1445928.7711955751	1401268.7338629998	1223668.5539668729	1134896.4401396287	1439278.3531957518	2519891.760398244	2425835.072122102	5242447.824895945	1697131.9244918993	1721001.7720913806	2325677.3251904044	3289615.5045626042	3156447.8205369716	2422614.5043991907	1638145.59210409	3872802.835767832	1595594.0408741673	2449627.6638295986	348563.68734863284	2588154.409348867	2599266.8417855594	2382760.921407625	3691786.696016123	3659489.1898133093	6355828.062657734	6258329.024797564	5421515.470610953	4998126.808037049	F594	137.0594	28.07	27.15	29.51	1621.0	255922919.0	1.0	0.9	84.0	61.0	1.0	False
103	989950.0751494763	603653.617861097	989839.1081127786	993194.8581965006	1542195.0965720431	955788.194995977	1203106.050918025	1032566.2914062631	1030529.7175824501	693114.2892141603	1536403.2012252486	729837.5153287229	1936579.837859543	1605076.7841434618	753998.3531391948	1983462.6168909944	1039340.152136316	1383190.870032987	1278185.427836109	680073.5081065423	1296044.892377164	2602151.0443305466	652212.7150369094	943408.3070631194	2768216.2931405087	2137585.0116550606	718167.1887096777	1397231.273028167	862769.603969896	1135837.2185063309	1338723.6962649089	1760878.2924323755	1171422.2442007298	687000.2416607935	1182883.4892236886	1024457.745197385	1061701.6728195057	1319254.0845123308	1242815.5278405042	928994.186624004	883181.7641618166	926037.0900557598	721015.2135227827	516420.9907047957	205982.97443506774	759651.6616252366	1319994.3597543477	243962.29927043492	1720616.5463887334	1183133.2795977362	861936.6290479751	901191.2332510463	994289.8654180517	919389.9050699859	F598	219.1743	24.65	23.34	25.7	4472.0	70911596.0	0.79	0.95	13.0	61.0	1.0	False
105	8248225.917852265	2829864.3013204043	4754954.864044609	3144727.968836968	17734003.974362873	22830283.74624759	19171550.910222486	23568019.857351676	27194759.50238006	25224709.56512288	1418155405.9483354	8159486.205820657	1207893447.7574716	1241469664.686517	1465224732.8863301	1367694897.1831412	1183555761.7396448	1966175409.5197768	2466827471.350509	1924488966.438075	1435657812.047554	1720722577.464045	9752697.168944389	1756083089.8546054	428251813.0734571	2230741444.432132	1789995167.3379223	2582323198.1735773	2690989880.7343335	16937274.77887527	1866326719.0161786	2386008392.7366996	2126283882.714799	9068697.759665774	2259919487.742183	2876404595.909639	2902848000.406184	352658818.4631798	681104765.9282953	602606919.8778307	194157815.4427748	586271157.3255674	332114162.14440155	1213503161.3994238	9914723.16598911	1520382607.9276347	1385896022.8582387	1331774069.4492588	1900997797.431934	1897641049.397296	10072000.68452218	2449218.2185265594	4816884.350161013	4053664.3947869153	F621	137.0709	200.99	199.38	202.57	1624.0	1331337794.0	1.0	0.97	64.0	62.0	1.0	False
107	16124424.465836782	11074817.699819278	0.0	13215648.153052384	14992171.015283981	14894459.532222092	13331453.20064191	9842672.869997665	13630180.95035292	14272284.420414094	63407221.5701052	10649873.25880211	57381434.91888124	48364966.510196105	48505103.94363503	53079068.965268016	53877076.28601637	60028507.54237537	46582317.70882854	36563130.73340917	55415252.27705784	50044957.624608666	9641407.838995779	60554479.911042824	61123391.59541978	51094912.05393873	43572028.30587551	61806720.36606575	42225620.36872108	62044220.34095214	63243694.92956421	46743526.75223316	49664657.33972805	19373886.218359295	42109577.19458028	48839559.1997959	62154855.222894326	43797549.496287346	36299781.295433514	34201169.59633795	49401874.86305096	34302885.179653026	40842424.971175574	38665574.9082945	14453647.415610418	20561455.75580804	33813907.91898097	26843532.569872282	25713560.62970332	35663953.556694284	17589444.426232673	11781595.44368369	13205609.248330118	11251145.399998715	F635	137.0727	211.36	209.79	212.94	1625.0	1937133269.0	0.79	0.98	142.0	58.0	0.9814814814814815	False
118	239749404.0901816	262815923.52531505	276387136.3261912	271584357.1087831	310857691.66115075	307571878.1687317	298871180.14133257	295847307.59061795	298437367.7495256	304545920.1969261	122988237.5447965	231589093.33614993	136558552.3813371	131047796.01959993	165828223.6674814	154068049.54115835	179567552.78915256	112009873.26025291	150324796.71692708	191955717.94341746	148194403.86450565	117241793.6792724	250636991.64024037	167395169.354794	105040831.35778941	158459972.79730594	168453839.09224364	153830612.04345155	162605580.72946072	125885360.87288031	145806757.54862124	157789004.40234515	171018619.11355346	282623738.06179243	154872344.20558548	169344776.1824158	146872658.16025	139161955.2241989	180314502.93751636	206555028.90260065	157636141.1484413	188737987.9986496	153062360.17992145	177439492.16129935	289916171.3578071	217126971.58241057	185293925.3376098	205144407.4365649	207408765.1634302	142483028.46124414	295074480.6017797	262895006.59455428	265646501.98394737	283542652.644495	F776	137.9433	209.39	207.82	210.97	1646.0	1959320277.0	1.0	1.0	2336.0	59.0	1.0	False
129	132812300.21762097	115610344.58109114	127483340.23158658	122041269.07918362	142735510.460074	148605342.2037602	130555145.15739825	128267255.38154732	139566566.78188995	151273464.96410304	29089980.3098389	120631502.01255605	28352369.937595516	20776327.94330564	23427644.749873053	23756522.931360204	8763890.82679605	20530572.698446397	24028127.10864851	19910203.543802083	16216068.89731783	27442753.146055106	122939620.70194232	14923795.302142516	16581043.320555463	20550608.435748197	21633423.76401501	19556324.051850412	24863354.25913333	23693355.47063483	21522103.676264383	2394444.7350902683	1937439.271820784	123816302.9966899	23985189.67422955	2054628.494245714	31722750.744637314	19819696.193729807	15220650.426076181	8330865.572966645	9620318.884206686	11496827.274981555	8144269.139909798	18825757.656189084	122470509.75926892	19615385.45148508	20405070.49909969	1459455.6656026028	14207469.991379358	21958196.971175272	129367140.70129292	132374735.75683744	135186151.6794923	129306916.28258337	F860	138.0549	356.04	354.43	357.62	1654.0	1894156181.0	1.0	0.99	19.0	62.0	1.0	False
135	0.0	0.0	0.0	0.0	953978.0846617703	1600525.5502178154	1257295.3650425784	0.0	1689358.5672206413	1615010.292291249	106343674.79523171	301255.58496045705	90612658.54041949	93105007.37485929	109643926.20274854	101090592.05651082	89243575.52747613	148464555.9384926	153506988.3996649	145617559.75329384	107055104.31782058	130222582.09421338	463109.7757942712	131718008.83784868	31538802.93082619	168255856.421817	133748144.30032821	193910050.07143494	166661948.66182506	1055494.994216456	140808754.53467605	178513803.1277672	161188991.80676404	329361.42807485105	171420898.7233803	214867393.55074415	216382998.40642408	25338841.235583812	51549977.37709682	44795049.437987156	14524754.339592636	43197493.161798365	24319294.16943207	90773257.99961828	526278.9620097379	114386002.50555733	103966357.10981955	98945303.78231528	142924017.23768833	142436273.46220902	571547.7445886312	0.0	0.0	0.0	F871	138.0742	200.99	199.38	202.57	1658.0	1317941973.0	1.0	0.98	2870.0	51.0	0.8518518518518519	False
142	656489.7990607317	328969.4768852637	467332.19958634384	661831.9269385322	364980.9053420945	352243.7020704462	641322.9433434581	439332.4409125943	324739.95731152716	279527.7262760789	1172831.7701905072	449660.73551573703	1446618.066762179	1850968.8051714327	1374861.0964573019	1944290.1029332378	1004300.5301418524	1961515.580887137	1817776.8731197233	881901.1263393662	1712602.6145593785	1203613.1730881634	352944.69023935567	1801020.5574611204	1167870.0049749247	1610401.1487867178	1537952.1205508958	2480352.54891841	1737351.9129163262	983700.4488335433	1252208.570155044	1231682.4334501845	821938.9789859079	564143.9922504233	1341886.089826703	1160514.8642313262	803512.0356977208	835031.4964362745	1130483.5012859444	1155363.3251204712	882226.7195545499	990543.7932259629	671400.8965573838	1191895.3707528086	423021.4393147857	604075.4711882141	913637.9695355957	654762.0080883992	648899.9218080293	784115.4273641052	366578.55185458256	254219.63247915768	424923.4318441547	419063.18467799324	F909	138.9194	207.42	206.24	209.0	1666.0	54687707.0	1.0	0.86	4651.0	59.0	1.0	False
143	1264974.4068928217	741138.1702920701	1170652.0331831872	1087239.7113423748	659806.5013416184	1035001.0787542431	1218498.7579691485	791503.0188608197	826842.0187053715	475024.54771387414	1422884.190983387	1101852.207516991	2386189.36553126	2309703.6139264307	2141312.73255891	2116265.517149365	1445755.69091031	2449610.278860699	2697704.6746923313	2083652.7257702574	1944920.597713281	1483924.701806196	950445.7030325363	2425576.658140018	3154894.636566124	2081917.5670864573	2169575.456871535	2058970.1136768265	1910143.7269655387	3026260.601846774	1667396.4890913954	1508920.0799265322	1303751.292103666	1198820.9921807551	2601861.0407100874	1981019.3408031182	1007999.0074445709	1769409.4522265985	1596691.9027135654	1938882.2583603722	1250802.5227935254	1297104.826795263	1149051.2305760628	2137678.9793583723	1303346.421925546	1486813.4618745516	2019620.62866164	1481116.81214231	1600452.8050340696	1353988.180926695	705514.6149773204	562212.9193561703	815045.765171018	710731.3395926459	F910	138.9194	212.15	210.58	213.73	1666.0	94292966.0	1.0	0.98	5643.0	59.0	1.0	False
145	1705767668.8291757	1868263621.460445	1931537147.9357688	1891171798.0546794	2200189537.930385	2138150571.1140423	2088330818.9499931	2089344214.2068791	2089060965.813106	2151742941.93726	864859605.4533412	1633500714.6195977	970572703.5146393	929408899.3803049	1174414084.3407366	1085477569.1862445	1134208540.1723678	798949705.1167526	1069232898.7895913	1343570100.4033568	1066385058.7190632	833908578.1271892	1739701073.9613955	1091071016.1176982	732415023.2515712	1095697886.8529584	1178167412.6231334	985320139.17408	1127385914.3291452	882782778.6154246	1027791910.7192395	1110453920.2532127	1199969609.951097	1974126489.9005938	1107440618.771011	1200389416.743303	1031277780.7606968	969413741.6139252	1171093074.0026104	1435254701.1474686	1107962273.7882185	1342897319.5306711	1083269379.8295627	1255883602.680305	2006346475.435487	1499159609.1974018	1330723990.2024214	1446828505.7377875	1450960779.9876602	992488281.0066835	2065580152.5809407	1854753613.8265235	1882128362.3060865	1991244919.3879085	F912	138.9381	209.39	207.82	210.97	1667.0	1981987289.0	1.0	1.0	234.0	59.0	1.0	False
146	30346653.140663367	37012373.948952824	32124305.658791635	39163183.791636944	39558934.27897936	49137016.753561884	49332599.584555045	43011910.16806224	38522081.337071866	39941255.589378595	16856945.333185155	31509732.533071272	13444722.90883571	13936618.832240358	18907744.248845585	19673045.326653443	18492703.319915473	16080781.10114506	21592286.857750557	26660096.123280495	13976034.564045914	15441971.915353505	32228891.877396923	21028775.61855993	11660174.027328946	22056299.776490252	17146934.895067327	14093939.071911251	21645107.126863718	16152457.110800881	18956847.34172439	19561061.687260997	18941650.26384463	35215413.30856262	15975485.984056458	23534744.661795553	16756599.43176453	18637464.358748946	19106742.03272127	17942341.343131483	18293077.896896992	21127924.299948126	23061928.898103032	14100096.983460434	28017551.334530506	25422281.90959986	21833437.851669405	17283165.93477755	29488350.068121195	17905903.80120313	37272113.76724825	34865081.37869359	38100920.45488291	42989137.629227035	F913	138.9441	209.39	207.82	210.71	1668.0	1657781610.0	0.95	0.95	99999.0	59.0	1.0	False
167	25060.923927710846	92326.02393984444	0.0	0.0	99592.51963693819	29597.001516548025	176696.9101788415	127411.97598758565	148273.1551774419	155007.59978869127	2811268.2147426433	104140.66093564667	2223115.2763470584	2562800.7203202364	2648163.708111607	2437908.4606031477	2268879.575997321	3587560.0681633074	4116107.995318539	3391224.8188040657	2701634.199914132	3299230.4366983906	0.0	2787772.938130658	1501598.292622391	1280012.415692001	3180278.9428893155	3889256.8118709517	4482164.507474316	436617.97047773196	3479110.861836565	4204192.873808582	3955252.0823843884	30539.780105753835	4364354.690322462	5010642.399363764	4913434.608745952	1135702.387106665	1360143.6127742282	1329401.8497366307	829957.2134706869	1358405.9896036428	736173.1774561078	2227897.635390604	116321.8670537639	2697818.7251445856	2545599.9057937353	2662264.1345935026	3477475.8008325887	3331961.4593532253	27918.74178711921	57298.81426739117	0.0	75758.3781168214	F1030	139.0753	201.25	199.91	202.83	1684.0	69956185.0	0.91	0.95	12.0	58.0	0.9259259259259259	False
174	18434711.896601327	14409018.026022809	15576931.54074566	14174713.65947803	13921131.300737279	13525752.276729153	14619748.671496173	11977397.562631663	13049768.159657387	15544338.18512277	7942328.212528713	14833417.86951652	8776414.51162703	8833447.670487909	10096999.373288648	8637944.325301118	7721732.393004707	5303996.936620337	6623863.23111538	6502678.1297454145	5296128.62408424	7663571.598559144	15779734.193713821	6838613.280597324	2594981.0114890095	8418350.770669924	7170199.918980135	2683179.877080553	3201154.620504224	37618.72334398379	6480136.363003878	8434016.176160594	8094120.924147833	10035928.572710129	2876716.2166096615	4262193.681744854	3962898.7301869337	2566461.2789220307	6023659.686887569	4631930.833228447	1040609.5691509298	3338492.1371688093	2931845.727237952	4604114.594676905	10403044.157474836	4558706.938921534	4479566.62782093	2273379.002554072	3310439.5138140866	4701498.864638844	9833076.819011007	16031218.838681014	15055440.476586504	14769481.958171887	F1066	139.0977	202.7	201.12	204.27	1689.0	621830844.0	0.93	0.98	919.0	62.0	1.0	False
178	20479937.86896448	15301453.24976455	14622683.951647371	11053316.4657437	11252572.32872178	10115606.418636343	14773580.601658037	13056120.827947149	11162456.78271734	15304725.83505924	34586782.00726424	16325403.806265363	39120284.75033948	35492600.65251554	30965009.810712717	34156528.24215473	18578898.662197493	6994066.492059645	9264674.462624008	20227226.64050507	5182875.440470662	28553948.43014101	16943926.43321498	8561618.514962612	10178106.819036001	13223285.27467952	13928600.373855347	10933697.6744711	15329207.272778744	14968421.756288603	24955996.914663017	27938157.498300564	18766955.87606542	4544022.817993531	20056911.147667475	17437271.90688511	29090828.84617664	44049403.40125889	39879242.755612105	23965792.89827603	32229154.891807664	53090526.35480088	40045297.91599521	43427190.48986365	4508974.519086892	39827895.17340945	41305759.07076306	9310446.940491881	60145694.376595415	96138224.22371845	4248132.907096755	16765350.074790213	17172386.22538028	17271028.65765446	F1089	220.0927	333.88	332.3	335.46	4557.0	1442288182.0	0.81	0.99	20.0	58.0	1.0	False
184	3864703.282409942	3722996.293047153	3668082.5868619843	3327108.5166455805	3704135.2640059264	3309127.373790187	2995104.575671645	3449856.8830407546	3122069.0724991327	3926347.665399374	7959839.781663954	3486579.293652388	6817444.97144402	7339756.94007997	7573084.344638865	6468147.587962418	7369180.122456495	8946794.700536078	8293657.714202484	6836034.050792418	9418084.184004497	6050803.673345176	3173540.0626326646	8063315.779636791	5696896.421614714	7604828.116953347	8424692.720480144	7994389.054945373	8273977.023035356	5066417.922514444	9179079.370779661	8261887.990470474	7894794.463131116	4906313.766878179	6025806.532752802	6615244.0055620065	8051854.690136399	4363103.826745549	5636421.114182015	6076704.319099666	5228208.368025329	5775035.065243099	7388142.562679844	6922341.842752268	4114667.747754097	5314437.410380712	6113437.474387026	6775629.660508289	4397924.2685856335	6834632.378316144	3506990.9004836986	3461320.1683325744	3648406.0434938543	2651656.436000084	F1113	139.9146	207.42	205.85	208.87	1695.0	355624737.0	0.75	0.87	173.0	59.0	1.0	False
185	5382442.92826663	4843330.958115122	5555036.81057341	5475482.779734492	6179210.062600429	5778741.584283949	5486106.132422559	5369670.884139022	5770526.512314146	5566770.582136615	10633870.350839999	5722052.7206598045	12504534.124606755	10543578.408225158	10441875.10594319	11684467.35518175	10291739.284343408	12817288.676128037	12006583.911935184	9843600.38334961	11739335.698350726	12855195.880647035	4777796.2115444215	10224110.691486388	15099734.54948156	10182963.313455086	11069331.12649163	11248164.136575436	10873414.839450963	12809234.872982154	11923540.700048374	10742582.376046266	9581731.039019985	7082826.145373881	11755086.038171353	10681323.516861515	8892007.167274693	11057868.157663876	8940154.771747991	9004349.369389271	10115492.458706448	8122596.87249414	8469172.380256504	9250345.164462712	5980446.065802092	8219755.843449121	8929822.275600603	8954432.781260256	7400787.62356483	8741128.574571544	6936232.427327068	5292976.313013188	5487526.19001567	4562589.886625742	F1114	139.9146	212.41	210.84	213.99	1695.0	536225362.0	0.77	0.96	1327.0	59.0	1.0	False
187	34646986.38897825	37633020.742585406	39061704.74715428	39501252.419059984	45092493.064919926	47422040.37079966	44026770.01795647	41270379.79612101	43862449.03070425	45003227.89784453	16995966.224286858	33890585.013688855	19374470.29016363	18791429.24645712	23942820.789048977	21603717.38475572	25764961.042681124	16028711.53566753	21629890.047724474	27427345.729409367	22296920.809539758	16118273.559947262	34354208.99798365	23284700.961485464	14328642.566773891	22305602.09743178	23769638.1335818	22476593.976538185	24380149.490721744	16415588.351890774	20516176.631865952	22405298.142837115	24314335.3117973	39583723.23714002	23366612.47865724	24429278.12815851	20049128.177485052	18448258.180161417	24900963.80742543	28897150.34996438	21718282.49287682	26830905.36932679	22926673.68006972	24852211.710018698	41278450.14160985	29493898.096848004	26858654.878404707	28136873.63752401	30282776.760422967	20048381.694581613	45818852.60078235	38946456.67563941	38971836.01811933	40234701.86191064	F1116	139.9415	209.26	207.69	210.84	1696.0	1995176309.0	1.0	0.99	99999.0	59.0	1.0	False
188	101261472.22439805	108546043.77234435	95154277.53416234	103783488.74889271	57148696.91885823	68645144.44865824	86607751.60921602	80978801.8133558	63217745.16763307	68228873.52908343	2311080.089711563	92266392.30941366	2154393.211932665	2936071.6951241307	3529183.6173908426	3086350.3633530485	2077777.0645434405	0.0	4129450.949051943	0.0	0.0	2049313.6908467212	101128743.07502005	3093208.7040865533	0.0	3061159.3287163298	3111570.38123369	5133685.911415529	5720458.2125176685	0.0	3106932.583477147	3617287.470824833	4618996.26628899	58302944.93793258	3490638.472135756	6391778.035258966	8318696.098702036	334709.62232310825	1538044.9901490614	1094509.8373742872	0.0	823809.834125684	455323.1436551683	0.0	81833319.54209849	2489872.5786867035	743883.7483205396	0.0	1651695.0917088226	1806132.3825455897	60184379.59216571	86426184.49619976	73885745.18050845	121822210.01161338	F1118	220.1178	185.07	183.63	186.38	4564.0	1663148932.0	0.83	0.92	2086.0	48.0	0.8518518518518519	False
191	14912180.654314801	13810736.06273347	15969260.042832183	15185584.383682637	16789055.248510014	14685834.802302765	12561838.50355632	13098436.048414925	14749787.945302408	16357644.92720301	2151292.226567816	13575578.373999259	2578181.7408332373	2099247.9321373864	1976687.9234303324	2492803.2461347794	1466409.7003428503	509687.08401689393	1006603.0485670894	1257173.00289322	423011.706501282	1418500.2685796435	14203140.975903286	503724.19010106963	503010.9445612814	740245.3847257523	908609.4097153108	268333.9543680092	943486.1600031822	795730.9453546142	1254369.9141340407	1120105.2828583717	1373848.8152925954	9683045.226694504	775848.9420930995	729108.2564947228	1096166.997236672	2151396.6148213535	2998633.456092942	2854653.0373700205	1675078.9577757292	1819695.8826466214	1133705.835886393	2705194.517867118	10162062.49962747	2548200.706778069	2833135.6510947803	1604768.459689793	1890496.2260339893	2345078.208314432	11036064.367107267	16056319.197288318	17273235.34351506	14489787.478151584	F1134	140.0106	265.26	263.69	266.84	1703.0	496036070.0	0.72	0.99	777.0	60.0	1.0	False
208	58791487.57841447	63758183.335855074	62757530.270997904	66761536.58073445	77426667.46194108	76448076.1536012	72018387.13495402	72241134.88014013	71159865.8991028	76388643.02421784	29786369.534967136	57274588.34091841	32221977.53128795	31236083.209322006	41401955.71553844	36649956.593305185	43347458.1798685	26991978.940420307	36882984.10631795	47958999.96732184	36816544.47538882	25619526.013853304	59847714.39923636	40610153.11748922	22628457.071893644	38045778.345163256	41618671.46759264	36646635.84332698	39834208.6652134	27928897.301343597	34634205.6006059	37831746.60019526	41564760.86804295	67398597.138956	36039962.80066083	41356191.58720299	37204289.126873024	31583968.27123801	42398398.49848512	50057665.45534258	35883381.52958563	47392174.36648195	38801139.53418372	36222398.581261784	69502373.49170369	51353552.12634591	46219693.93647736	50933132.4322155	48904163.34592412	34622989.05615478	73219424.94598125	64412790.08160608	67509260.18941097	69421671.29568125	F1430	140.9362	209.13	207.56	210.71	1727.0	1904407191.0	0.95	0.99	99999.0	59.0	1.0	False
209	6323293.469842249	6233474.663424645	6332513.907275857	6671177.043236622	7888021.694958156	6355715.071260161	6227546.767626838	6360815.619954613	7491475.917205726	8473210.434351379	3337878.0128017394	5909586.88158977	3325045.8108737417	2751700.2913521635	4488678.2956460705	3302532.147762331	4147899.3895069156	3030457.54362787	3466734.076844483	4805722.414918387	3922234.7426370247	2865103.3456461225	6890710.617657674	4001889.3795329444	2870138.587114435	3436998.1013803654	4285771.619588254	4303634.958067679	4406523.942158991	3035602.6054960703	3671053.1807072656	3283062.390200783	4108777.602085386	7027517.183147472	4009280.271431325	4560677.9485168485	3464147.6431629197	3223968.022627169	4072748.811253782	5621294.051474139	3800385.7691197344	4244907.576513438	3826534.478984174	4683129.600857177	7118086.712454398	5173487.598760076	4873923.624499415	4557844.685696812	4825881.745807726	3977418.7698482526	7054344.4871989265	6429547.375123201	6192760.720849585	7408505.376290669	F1431	140.9424	209.39	207.82	210.97	1728.0	371084973.0	1.0	0.88	8690.0	59.0	1.0	False
216	250293545.1163498	287472324.80174893	295607017.38945	290541051.7714586	336779915.1260538	324602648.79117423	333104722.1112559	312728359.96988183	316758440.1964046	331677961.37677306	70107157.96425232	236799744.43349814	83189249.57432958	78331626.29078618	118678484.90237509	102461032.4534416	123301461.70065767	60030294.89262476	98207504.87643313	148057081.8370655	93796057.11296593	74279642.46426567	265160791.59212887	112565269.57067262	60035628.20685786	103797545.47511035	116864093.12992835	98312385.45470747	108704038.6140048	74450531.50612046	87612019.83892615	104961512.10246909	120578915.14477071	293022921.77535826	107165712.51348478	122565093.43122278	98650345.13359186	96032689.64474446	136840227.15105644	167385846.85672233	109623907.35206726	146946431.7366082	107127304.973681	129328406.2715392	308014703.6255075	190492847.54947492	147385087.42743546	165244706.68734372	189479868.36226362	91956942.30359249	306764932.2809717	277684535.6465049	285009330.17895615	310048068.9031367	F1504	220.9014	209.39	207.82	210.97	4624.0	1867993361.0	1.0	1.0	2852.0	59.0	1.0	False
