	Pellets_1_Rpneg	Pellets_10_Rpneg	Pellets_11_Rpneg	Pellets_12_Rpneg	Pellets_13_Rpneg	Pellets_14_Rpneg	Pellets_15_Rpneg	Pellets_16_Rpneg	Pellets_17_Rpneg	Pellets_18_Rpneg	Pellets_19_Rpneg	Pellets_2_Rpneg	Pellets_20_Rpneg	Pellets_21_Rpneg	Pellets_22_Rpneg	Pellets_23_Rpneg	Pellets_24_Rpneg	Pellets_25_Rpneg	Pellets_26_Rpneg	Pellets_27_Rpneg	Pellets_28_Rpneg	Pellets_29_Rpneg	Pellets_3_Rpneg	Pellets_30_Rpneg	Pellets_31_Rpneg	Pellets_32_Rpneg	Pellets_33_Rpneg	Pellets_34_Rpneg	Pellets_35_Rpneg	Pellets_36_Rpneg	Pellets_37_Rpneg	Pellets_38_Rpneg	Pellets_39_Rpneg	Pellets_4_Rpneg	Pellets_40_Rpneg	Pellets_41_Rpneg	Pellets_42_Rpneg	Pellets_43_Rpneg	Pellets_44_Rpneg	Pellets_45_Rpneg	Pellets_46_Rpneg	Pellets_47_Rpneg	Pellets_48_Rpneg	Pellets_49_Rpneg	Pellets_5_Rpneg	Pellets_50_Rpneg	Pellets_51_Rpneg	Pellets_52_Rpneg	Pellets_53_Rpneg	Pellets_54_Rpneg	Pellets_6_Rpneg	Pellets_7_Rpneg	Pellets_8_Rpneg	Pellets_9_Rpneg	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
3549	13652567.408942074	10035544.900602683	12228527.355460642	13712231.45642713	6297360.362061338	7411358.583484864	9410724.971342413	9927782.845853565	7305139.183586611	10057278.860159077	9508045.580059344	13597806.139125189	11904439.285798525	9215673.489942519	13689466.92004403	13172961.767188631	13535732.561617872	2380020.386280834	0.0	5323121.65047191	2861189.904863912	14232170.386373295	10453726.856647208	4738962.630055574	4959377.714580887	6885648.948037993	7662547.532334461	6492510.922030151	7868194.829867402	5167419.778724387	5716428.870756633	12891190.073130473	14408962.660504457	7849791.891261118	8871770.95130618	5748924.233053969	10065267.274471298	9630221.597970596	11556909.8436523	13440673.268882297	10008802.069911433	16726003.393162347	16485380.005926438	2183613.2836153028	6849396.926156911	12384207.94401443	14891702.671165485	13028615.377012637	10328617.08442622	14322063.293574493	9709424.66687368	13124713.341312042	8741760.130777976	12286707.947284732	F26501	521.9135	20.97	19.5	22.54	10530.0	528412511.0	1.0	0.94	41685.0	56.0	0.9814814814814815	False
3562	748391.674231357	855853.1603925322	228701.7804960165	359164.95553529327	4774339.187383953	2663252.6870827456	631199.4063323798	659471.3552632142	751864.829004363	478021.0164158582	5563192.225041472	0.0	3053929.38190885	4734523.878262601	2152299.71002056	4240201.406290658	2084749.7743230795	1226629.7985258729	1000321.860918552	930711.2028302035	4755407.718222257	5103243.24635274	0.0	4384428.033827949	7669216.091611144	3188955.91057971	3234090.835558272	8390081.860735679	5303879.472401711	6124186.923755592	12476031.16439599	1495825.7472847938	2174233.5316682025	1421430.274286049	901884.2699011228	0.0	2735305.8360761115	5922355.197070569	0.0	0.0	3924419.4938164433	0.0	401274.2441436636	4972103.391352229	2207559.3357384806	2330679.197079166	1629963.7250833707	1315075.5379405569	1389432.1263774	1560994.0800598413	1395015.4810195626	503339.018837645	392892.66805502365	652615.8834444173	F26554	364.8762	22.02	20.55	23.46	6951.0	127965214.0	1.0	0.98	109.0	54.0	0.8888888888888888	False
3564	16604611.998727048	17608547.584607817	17248800.070948474	15795775.953487486	11953144.037671521	10490605.786004366	11421450.892831126	11111935.014771065	10670422.403453697	11919678.262353364	9126130.465652248	17307964.013333313	8927145.532462405	9894845.58085827	13287440.121119244	10153777.947712697	9902287.762882499	10208812.487503937	10122460.994847566	10063186.556854608	12012403.74840536	13111269.315622842	15384731.49511522	12705772.562230391	11142172.990013892	12679039.985140974	11458079.556330167	13072032.156187093	12394547.01044203	12107765.289999643	17646558.30156714	18455057.389200963	18909592.538102075	18397692.616247863	19999689.084291082	17605990.309787843	17299793.38773369	15175937.963021763	15646291.260384208	13992051.54874936	17760627.04681287	15194550.268130714	17056429.74830403	18828804.7140119	16152061.71608062	16239291.924730657	16928908.24448556	16393641.285285007	16405278.24921838	18152183.419016615	16339585.161318298	17668997.512590323	18173738.909614533	24972828.692303594	F26558	417.1559	26.9	25.17	28.47	8073.0	838944624.0	1.0	0.97	55937.0	58.0	1.0	False
3573	5050005.409942257	5192266.825554249	5624434.071019134	7735242.323428704	3996208.0037542214	4529001.2694279095	5545938.083008966	6240463.529704744	3256136.0062817857	6939429.410239884	5810494.987027783	5726311.246176647	5224151.075418988	3278274.3880950385	4542531.315742495	3718423.0257520345	6531005.9286766825	4788670.149092455	3815803.9132630113	4945930.731571931	4820991.170152436	4002538.2864048793	5435472.322840277	2158280.065008921	4935271.818655902	3212847.3442633343	5038432.811343564	4833825.727170481	4262527.449453726	5496970.662252965	3086454.260287384	5760890.301050287	6523899.311432447	6225745.666393662	4905201.282279279	2747939.1163291144	3319405.5382768014	3991923.0199677725	5058692.9187704995	4126737.756320732	5005058.718320212	4467245.436883063	4346273.76801001	807165.3755121463	3099847.659904373	3786379.2847380466	5784812.273847007	7081798.768854641	2877511.464699579	5031147.960821244	4008317.6198726245	5005682.432359356	6310963.032797046	5329644.198524378	F26578	364.9377	20.42	18.98	21.89	6956.0	268123277.0	1.0	0.93	22879.0	60.0	1.0	False
3574	3684337.9803298027	2472601.100888775	3738059.424107464	4455152.540688673	1294754.666748519	1184418.1453012063	1984287.2487414526	2006288.3072931478	3537163.3691751715	3535604.909864064	3223555.988629994	5699345.213338624	3025093.672082174	1991070.6397549997	3259463.9692469114	2711793.657010427	3756522.0566209788	1746709.0871643284	1299749.436853413	2310348.782800253	1809289.3933858755	3188007.3744614376	4327071.116547065	1262323.8105666747	2127049.9090297855	1679998.2892632585	1854992.36350413	1581824.8182399012	1815833.5309302844	1840194.693522589	993436.8879892158	3749772.4733526064	4653718.646464767	2011931.8996720123	2599129.390907799	2062778.216453062	3018345.2622455386	2792056.4374528723	3321260.734723772	3224692.1582912495	3877089.149446437	3750325.9939522767	3922382.499247382	4057786.5462531988	1737105.2839827107	3288092.70317338	4479747.5800281605	5375878.418260487	2702522.027181281	3285406.8431608556	2490200.3640950928	3451949.13329233	4142660.0942099565	3343298.9294566214	F26579	364.9377	22.67	21.89	24.25	6956.0	158027923.0	1.0	0.96	13154.0	60.0	1.0	False
3579	4984449.929922575	3640746.9760584137	4535876.939978506	4981836.258404656	2398691.6386529086	1949744.9324479792	3300697.757428227	3498788.2242102926	2482134.9026531163	3607182.4933110573	3624061.036235532	4306620.462267087	4469241.470997058	3276793.1073508854	5362208.992411799	4863158.306026446	4981506.686269588	1569849.9692407316	1639339.739269334	2912131.095746387	1130416.8051011355	4454978.808087492	3661004.5756172803	1886231.408454497	1757078.200661677	2307601.4219278027	2899034.9338790337	1718813.5889294087	2749481.33222594	1641261.7713494257	2080004.127965195	4343269.28392847	4691437.538933176	2726353.1158972336	3252824.938162901	3169283.9265733054	3596837.634297891	3369958.5527118226	4207770.654640326	5370706.866256096	4019031.3498263904	6181164.384571973	5513359.415090754	674242.7840785215	2143507.7298763855	4383591.539985297	4791033.824756666	4347859.991992213	4099696.174497812	5063285.813928563	2694067.7059494625	4540486.693249136	3021635.479921566	4481758.612851436	F26586	522.9148	20.68	19.5	22.41	10554.0	195944678.0	1.0	0.9	16563.0	58.0	1.0	False
3580	68792.59177133538	157212.30027871978	103306.75321637164	466296.3743443868	493860.4790868891	730758.7310155077	184480.58467894886	266832.6836726981	224353.92880253887	148296.89901406865	684302.8443370817	98207.91040494337	405627.01012393704	288770.9441617373	354892.75863138295	743024.3710286494	617593.2132277174	346050.05276563484	0.0	134358.3929255432	379830.32483857917	154612.96890791733	325094.73062343046	700942.0971688901	433417.983794238	39739.43654328048	543526.8688023804	0.0	93015.99423859423	387040.2537068558	308465.83911849424	402400.6823305904	505402.5331878956	564072.4523404835	479237.7070086001	109802.63788012517	240603.8095560395	402385.05825822154	790392.7576047953	613894.1990157568	176443.04366814782	427477.49013312196	218043.0737961688	298442.0960792687	0.0	767142.4454646788	41472.55972510293	369562.0937106666	314318.6573775675	263231.44887103117	0.0	299590.95703230484	245063.512000964	307496.2791621342	F26587	522.9148	36.27	35.33	37.45	10554.0	18420189.0	0.9	0.98	50.0	53.0	0.9259259259259259	False
3585	5672305.432521233	4731782.352206457	5692830.594666784	5070887.499080364	4487683.5866998155	4489260.123828081	3744813.474113941	3459267.7508153906	3963173.0936044976	3405578.7892901595	2325232.781719619	4906691.445143195	3851783.7194054476	2697290.0493631554	0.0	3722612.652706332	2841850.0560169206	0.0	1255140.7032902774	2241302.327980696	0.0	2654578.0534588867	4413558.55969286	0.0	0.0	306309.177178012	1668661.811577249	0.0	0.0	0.0	1695045.5913644838	2519585.244806584	1852479.858314676	2524915.783576115	0.0	873594.5041449413	0.0	3267180.3967805486	5581323.088781863	5036115.771275286	1654907.9740935368	3246081.3620675476	1628798.654239289	6629389.027213074	2082207.53494358	2289633.426584686	6791390.1196782775	2013272.725352991	2124544.6713259122	3419343.883644598	3192845.2889798796	6652127.865528251	7188425.416502317	7468714.592205754	F26619	473.1797	192.89	191.32	194.47	9385.0	183546031.0	1.0	0.99	4403.0	49.0	0.8148148148148148	False
3594	2526416.957838119	3728434.103060742	3915638.652471325	4460020.517805308	4517845.217130593	4594707.017425227	3775658.410181871	2863721.1448436095	4005750.54417248	2697344.6666572737	6550877.585346873	3303460.07902078	5742959.566208199	3748372.511742488	40096.50389305195	4961447.4911499815	5432811.601691318	3834167.685120742	6782384.794791398	6665602.350315631	6930030.268154473	8288862.127431685	2895728.879251639	4273642.295186688	6941114.750042157	2432091.2894664467	5114853.981932901	5238264.698040061	5979594.609723911	6243430.906202745	7873550.819833397	7956397.375244161	8537904.413912797	3977345.3833455	5324801.677179099	4363604.435158289	4292956.356361168	5662309.03132451	4602897.375705995	5398624.353043679	3344982.7867938173	4521674.061510963	5454402.9082323	7624966.370145882	3651692.080051513	2506172.4447408468	7646397.890198785	6899806.361237796	3318455.879730923	9189166.406868104	5429112.372238119	5528085.810220888	4352900.342620048	4067283.869413818	F26724	418.071	188.04	186.46	189.61	8089.0	293361543.0	0.86	0.92	1822.0	61.0	1.0	False
3598	4102697.9790303	4195147.680172944	4095060.1265541087	3627589.246412014	2445091.860982415	2710645.79851797	2766053.656015099	2446020.00458523	1909142.981165757	2490642.4928816287	1704670.5910029055	3728639.1456107646	2053700.0154928358	2064226.252549329	2661272.336313001	2254251.5957275713	2478188.3996072668	2348304.924386032	2133717.689050074	1773508.4571024906	2772068.444522136	3095171.1273118267	3563089.462549037	2996674.6419003014	2419234.7623148854	3020981.5228917636	2322589.5130858403	2119176.307271848	2933879.910014504	2824082.2336986423	4347637.915308265	4245472.81436858	4371351.5409293575	4546155.437028951	4740899.016449948	4074825.143478846	3905170.147266552	3834735.87199349	3747581.855073139	2821797.1022146298	3975010.2021639943	3584680.071304221	4254910.547505009	4179794.881591242	3608257.890644094	3783126.634843105	4301140.502981937	3891022.3762211455	3934097.794045795	4488727.039598666	3743176.4755767165	3772664.927019224	4454220.199676819	5223549.977006634	F26740	418.1593	26.9	25.17	28.47	8092.0	191464849.0	1.0	0.96	13559.0	57.0	1.0	False
3620	1860706.512930225	1914367.7610432617	1721234.545495345	2387759.710481469	2340098.232365283	1493258.0967547777	2354149.9972758265	2706361.9291379303	3273644.090126392	3139451.430490163	1750698.8174249604	5974757.174960945	1007171.8281704244	2179132.2013925523	2144495.4623914734	956760.1289730323	2174904.701846962	3636887.5506635923	6633070.909600966	4991253.969376199	2296030.4211176527	1488541.6167513093	13756728.991596568	1244070.1047431398	1564294.9713688088	1292240.4872237	1780651.8956642563	1259022.978179014	1417963.7054420984	1459996.8810954653	1606988.1067392558	2094531.6137983117	2774325.09206516	1543944.5895072697	969446.3258937865	2701800.195122596	1853643.3219475886	1582893.4999339331	1035059.6435320562	1597713.304335262	2781305.544656915	1244741.799643035	2097540.7899673027	3392866.049702707	1550338.0923062742	2985490.3930173367	4397598.025221824	2732614.847170257	2475202.472489881	4319832.039290506	4585564.076667668	2038420.886510906	1939593.7911639283	2581668.8737017177	F26868	365.1404	36.66	35.87	38.24	6967.0	156417424.0	1.0	0.94	31.0	58.0	1.0	False
3635	1296594.1691445147	1716497.3533824738	1967467.072759114	1935421.6934607683	1182550.6278350404	1937125.1982168283	1482628.9241316693	1654893.4178738263	1722005.0391267329	942944.351726502	1823277.3596385159	1925409.3559386358	1979849.8911160876	1337463.7013835867	2746496.756674673	1733901.223669284	1840036.4700062985	1701645.9701392427	1925001.1452599168	2186331.982902154	1880436.6873445576	1934142.0661042223	1612912.1772939714	1675810.5577797804	0.0	358892.55070415145	2086443.7511098597	1640501.5060086488	2093889.6785644945	1917779.2214763858	1557441.069252554	1932341.9681080931	1821240.2554402575	1678773.3377447457	1697866.2904731792	1517849.1418387594	0.0	1498683.244127855	1653644.003037169	2162565.8798839115	1166423.7853087378	1316994.6197227037	1302999.9871282533	2877172.2544893194	1178802.8017252136	1981245.7321387918	2762770.84835329	1876806.1263137788	1430491.3154737637	963138.0118818409	1634657.8962947957	1471740.641428696	1913106.014710641	116759.0378656262	F26965	524.1748	219.26	217.68	220.83	10582.0	94602616.0	1.0	0.92	876.0	56.0	0.9629629629629629	False
3667	81083265.4057554	46902168.609391354	62680244.33694789	59051892.929900125	61778511.8566833	66522951.90781578	74880732.81421584	75051972.83458054	66103324.23705178	49250216.307094246	60774382.809833355	150905088.02707732	62339078.29258515	49911042.809496805	104112736.91501004	66469304.35319953	57284749.21390352	153060599.98608747	71023522.09864284	54004846.19493967	63606949.462558076	46920125.008766994	51744160.58235414	79604164.38288675	55097349.30333063	207828264.25411975	63740939.341754526	73738870.49755043	58841690.79676288	88773602.97557685	62961178.83069257	39714799.16602836	56934914.968562275	66485824.6084219	44503076.185344316	71924596.68726939	61550184.76134328	59526114.00574915	64823754.412525274	123797434.65502732	69751537.04340856	45825667.79579316	43241437.55698731	74010381.26699694	50497452.92912938	76964066.62635574	52015215.39213726	48913478.076772206	67620278.11717056	56029692.321023166	40272368.4110594	55622874.51290616	143565681.31229803	102712901.29658273	F27088	420.2507	31.91	30.18	33.49	8141.0	1412951352.0	1.0	0.98	56990.0	61.0	1.0	False
3679	3400868.547332136	3635904.549785943	3086487.0859993645	3122263.868100877	3416610.1369086057	3263138.7647239654	3410007.4024306964	3463732.788264159	3098432.786220077	2620711.8758208686	3023361.0577031286	3175523.055494728	3014678.5904025882	2691893.5125217843	1985943.1125627875	3162407.609749021	3155714.0061110165	3563391.240763661	3325459.679225483	2987449.684159624	4099741.9956737943	4191916.524932961	4017172.270768677	4219192.924544037	2958266.2031140067	2982754.1180268563	3160812.4433677765	2644972.854606565	3765798.304189224	4044293.523337847	3468521.3278359533	3446951.651106636	3390155.488115465	3979368.6471879273	4203853.04301472	2967357.1884222324	2615707.747182638	3442804.9632737627	3850676.1816311795	3282020.845645711	2433797.291593332	3727015.049328443	2475917.8332067006	4141371.6800066405	3220823.7868928867	3173139.1370064835	3134201.0296256337	3161397.334419208	3637112.1207000334	3720189.5028899354	2811154.6137409075	3853266.944250826	3448250.4084757175	5042951.135163323	F27247	475.2892	110.27	108.7	111.88	9439.0	203332659.0	0.76	0.95	3656.0	61.0	1.0	False
3698	8727415.931453036	9156638.821740853	8628679.31176913	19515683.311998833	8571341.497093039	10307209.99907327	10729655.530430345	9651190.675446482	10034310.911375945	7145065.166710017	14049982.08100288	19955398.445738647	6157639.4649690725	10004521.448795509	15185561.553060412	8301644.470389248	7662773.881581804	12428046.482595908	10162118.268004537	10707517.949255835	10176803.564271364	10145136.706004098	18207116.118578043	12945699.940488659	9322839.975958796	10232870.469790366	9531972.53839032	10053617.19567265	9169555.002542397	8855669.397622239	42459078.660622425	9197743.850543994	8289560.756688516	9912258.20525812	10921087.192829205	10381799.890791662	6707506.670102746	7308147.041897135	9001047.44391755	8692347.935580272	8759758.500303656	5952012.93678219	7183074.107582742	8652515.371590527	10799134.598235648	8364097.993828731	8217048.52865308	7303880.486426289	10115550.45223545	7688818.279239795	8464449.93861243	8370593.286014072	7927158.5583081795	14497045.325357694	F27494	421.2269	68.92	67.35	70.5	8164.0	634384169.0	0.74	0.98	28559.0	61.0	1.0	False
3699	18902063.797628645	11079427.53161643	14736714.555607878	13973112.128457021	14291807.122254996	15648378.302535908	17472816.44781917	18201171.477472372	15507883.590606662	12100238.070316115	14904244.643560704	35699962.38035467	14555055.811501576	11582791.993640136	24072773.20917552	16067551.615386399	13839743.466073886	32585885.77705834	17010250.64724039	12730995.861537337	14883266.674859695	10817578.945130276	11851509.046812594	18782955.935893957	12401643.036171619	49677197.53563543	14965499.422349144	17294302.58686512	13734487.86750149	21395329.94227727	14883042.472576749	9265747.142446816	13096114.551379012	15990717.294926822	10711296.661751237	17267285.518378776	14415981.872815475	14312915.160384828	14959585.139149142	29232747.286173094	16133453.985407853	10616018.334266813	10115976.97313353	17510924.96769794	11973483.747358412	18252963.986580737	11901898.500733841	11989330.56865804	15740652.569175985	12820051.073528463	8645226.869012948	13886382.797889147	35143217.181048825	24402301.731852613	F27496	421.2542	31.91	30.18	33.49	8165.0	970859990.0	1.0	0.98	69797.0	61.0	1.0	False
3728	4974252.631199997	5836522.708370929	4700830.295756825	5262984.259998577	12564902.092773486	9232205.951122351	5908097.520494878	6782904.430063867	5714331.925432823	7951156.596612729	3842994.5946949907	1808301.6768764914	3308246.4706210685	3470038.7088910183	4600033.618993603	4336813.630062043	2474860.411325088	993186.4768234605	417222.9775710858	437890.29835923197	397529.25575127767	4120956.79455695	1490287.2340863983	1469603.450653764	0.0	0.0	0.0	1877467.2081567813	2499487.8830082947	0.0	2392686.8289179243	2534647.9500734033	2851288.189821832	6382405.681276589	1212802.703123128	315326.9421560858	2366718.248143761	3856514.3547404227	0.0	1194778.6691971878	3095389.3524822514	1184461.3102742007	1314459.403209047	1445795.7775081506	5627141.326447945	2803578.170275052	3376495.495644816	1532348.774820276	2756882.1334752245	2355666.4995916085	7192995.571017191	5842219.724745253	4825092.805896955	7331831.290176638	F27663	526.8555	22.41	20.68	23.99	10646.0	176332415.0	1.0	0.97	5897.0	53.0	0.9074074074074074	False
3734	2416753.846677811	1511475.6110103363	1500386.3528056436	1806588.1080627525	1821010.604219923	2152345.7514332277	1590422.8232944142	2445744.275181023	2144793.123760231	1509087.5616526455	1812512.727560558	5149910.734259218	2063509.472257471	1518286.2006396714	3717906.377730044	2229055.52905411	1601398.2570264412	5128651.945760605	2146966.5126508735	1713247.1524439424	1697812.5770443582	0.0	1707623.3204391147	2600421.7135371603	1666973.423345743	7268995.08380656	1832609.6019551468	1489017.020931301	1804318.042251774	2702879.3993284	1803563.35059709	0.0	1746359.9573850508	2059489.2389878877	1368394.3070020254	2146785.6359872404	1769618.776593907	1348595.3981957985	1873758.070113584	4252938.76009349	2121894.3327128226	1184774.5266225564	1041627.4447982796	2446471.264099404	1299270.2942939491	2478405.2061785213	1063240.248892327	1427131.3096465108	2258604.6700744117	1626807.1323228942	807991.5314942414	1411500.0128299491	4707420.485822125	3079629.4372520046	F27671	422.2568	31.91	30.44	33.49	8185.0	121100856.0	1.0	0.98	9370.0	55.0	0.9629629629629629	False
3737	296064229.5124584	317165496.6285791	7918430.560471558	6241461.002989756	1834931.1662243078	1682505.033477809	2396371.2233160203	2292646.6353072985	1525294.551055292	2201217.2687895247	8307467.63040516	529922032.93753713	11226653.32880281	11197858.216040423	18189923.658479497	12129004.275280545	9716972.17339377	3644197.4074329287	5149240.3275394635	8094060.197168578	3745452.662377073	13751770.82498717	444561604.441227	6121124.192291083	4369532.69280773	7897040.382972201	7935262.489965161	3182345.692260585	4676840.200305675	3483845.2261169343	2902602.56932453	4919908.887245338	3988813.8526236485	222051246.3515386	3179552.998292085	3330457.240318691	3071944.9276762637	5004615.576065988	8023141.316223829	5579691.434967197	2983146.802930252	6022006.7750006085	4532325.242288221	13134468.827017814	218838634.356248	13980129.491753666	13500514.35198437	8152701.1349482965	14012166.243513767	10866887.3372137	227256717.5835621	366886134.87483186	461646736.2021422	523145539.3980264	F27682	422.3279	77.89	76.31	79.46	8187.0	2193426885.0	0.76	0.99	56.0	58.0	1.0	False
3747	798236.6495764287	1058585.0290202582	1065660.2483647908	985549.319485114	1013424.838807742	978161.6096537594	987346.1303286284	912947.8400135874	904408.4734190728	813528.2305038229	936346.0235818474	628930.6533908268	715541.2068542023	904051.4034105205	1163894.6567282039	1076156.6306299614	913998.7018177133	931735.3059088846	820190.1892329927	989384.8411483994	1015003.9065052514	892049.5622945918	990115.5577385412	1973178.8374999377	836579.7175998953	837845.5271382228	991042.0989009874	0.0	1001285.2862298726	1025514.27191263	773071.0070526478	816259.5098892306	585941.4427238207	1031724.8646950028	1010056.8558053239	627530.2057311352	573404.8639730499	1040428.1673902876	1046886.5634110342	1425377.3633686192	799438.5459089355	944196.1451936389	977263.1236095635	1146088.473455096	578831.2864439192	1329050.3377686113	922572.5989664751	797693.598939033	1119441.3102183102	715141.2580733792	656764.4008041199	722891.7036648606	739296.0034900701	1051438.039128955	F27788	422.9906	36.27	34.67	37.84	8201.0	45352083.0	1.0	0.97	13.0	59.0	0.9814814814814815	False
