	Pellets_1_Rpneg	Pellets_10_Rpneg	Pellets_11_Rpneg	Pellets_12_Rpneg	Pellets_13_Rpneg	Pellets_14_Rpneg	Pellets_15_Rpneg	Pellets_16_Rpneg	Pellets_17_Rpneg	Pellets_18_Rpneg	Pellets_19_Rpneg	Pellets_2_Rpneg	Pellets_20_Rpneg	Pellets_21_Rpneg	Pellets_22_Rpneg	Pellets_23_Rpneg	Pellets_24_Rpneg	Pellets_25_Rpneg	Pellets_26_Rpneg	Pellets_27_Rpneg	Pellets_28_Rpneg	Pellets_29_Rpneg	Pellets_3_Rpneg	Pellets_30_Rpneg	Pellets_31_Rpneg	Pellets_32_Rpneg	Pellets_33_Rpneg	Pellets_34_Rpneg	Pellets_35_Rpneg	Pellets_36_Rpneg	Pellets_37_Rpneg	Pellets_38_Rpneg	Pellets_39_Rpneg	Pellets_4_Rpneg	Pellets_40_Rpneg	Pellets_41_Rpneg	Pellets_42_Rpneg	Pellets_43_Rpneg	Pellets_44_Rpneg	Pellets_45_Rpneg	Pellets_46_Rpneg	Pellets_47_Rpneg	Pellets_48_Rpneg	Pellets_49_Rpneg	Pellets_5_Rpneg	Pellets_50_Rpneg	Pellets_51_Rpneg	Pellets_52_Rpneg	Pellets_53_Rpneg	Pellets_54_Rpneg	Pellets_6_Rpneg	Pellets_7_Rpneg	Pellets_8_Rpneg	Pellets_9_Rpneg	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
2356	5553653.980734322	5400140.916892306	5387048.618355867	5907370.79949674	6533088.647844538	8367638.976174501	5753825.8487557275	5531256.37134561	6079880.908213511	5031064.82643614	6745367.6801297	6265449.694390898	5868139.643238938	5526270.649522261	9339407.134221015	7295419.534379919	6057826.5038286485	7128461.240300084	7423242.12680788	5252023.908032637	6779872.116836825	9267885.389630795	6537249.156144818	11494447.229439316	6862743.844943114	3333319.940274427	7371347.630787994	7325273.969002808	5135499.881324901	6281581.127124207	8108807.494122107	5379103.613121441	7007965.409999072	7470436.859296536	6371298.233541715	5758156.900869198	5166669.7050161455	7387541.423770607	5778333.56841059	7024631.145250343	6807649.336062006	4550991.658024627	5311230.766323642	7976680.618944453	5749563.605654366	7017606.807249386	6617721.547685507	6053896.161473465	6927851.2184621785	1882899.2641503315	4005669.26080919	3824931.995888738	4560214.090584208	203715.31009881265	F20060	339.3016	218.08	216.5	219.65	6418.0	359221725.0	1.0	0.99	956.0	61.0	1.0	False
2367	2906280.7158057266	2520828.354525749	1846270.0874218296	2461060.5870770817	0.0	2135646.638033547	2766546.5192982396	2752754.513207842	1198631.8938503815	0.0	1527711.7676450952	3378670.6084848144	1958943.7931345522	3632085.3327971254	3343841.682763841	1800279.0929078755	1015192.6489856904	1988038.2751829745	1959010.225291443	2664550.709404914	1551975.4075842083	0.0	0.0	3435886.6960651865	2034875.7502886155	1230865.9993177175	2982529.5282932282	4876664.405938523	2131959.1428097715	1666558.7190819974	1666155.9493508618	1513500.7585476516	0.0	1793460.1105010475	1320344.0329118436	1259030.5761903394	1971401.472685957	1649083.5108073042	1768826.3564621806	2849767.624944562	1612877.5394269903	1523507.0812173933	0.0	1874597.259948146	2733645.0556268427	2363142.9884567466	2037201.820656663	1363675.5392196956	2979201.774419712	633857.500266977	742819.7712517662	1386705.6328631532	1666307.3294433267	42256.711295591595	F20122	445.2449	214.9	213.33	216.63	8741.0	105481120.0	1.0	0.87	1349.0	52.0	0.8888888888888888	False
2377	7960614.1758963335	10779343.669870624	5419361.216099934	6266981.190846628	2491941.5730830994	5095602.297251365	8365377.247327146	5889999.22702462	2426694.7004675595	0.0	3577704.0068492284	14520305.54456826	4350313.961895594	7912397.889798613	6295858.604903965	4995777.074150362	3824199.58626281	6337352.887254431	5831130.558622397	5841537.288061399	4482011.809896465	4350632.235607428	12802393.249673828	11488881.206603795	6506901.228647131	7647346.293472287	6384024.727706465	11801108.655491037	8057031.161192374	6570691.196756743	5089531.153613374	3314036.277543862	1860675.8725333656	8870479.930331906	6660819.5220556	5137494.447061743	1801855.125714841	5651044.425611897	5369492.597089643	6338394.337707954	1592445.717368858	3993170.641343569	1303660.2555064815	6130579.370223588	9580347.282706147	7005226.540924173	7092017.862143813	4819042.176305835	7437224.597871341	4685077.9258375615	3978388.495328077	5829329.517893651	8248062.92835679	17665920.20286422	F20142	446.0884	78.41	76.84	79.99	8754.0	374250542.0	0.83	0.96	838.0	57.0	0.9814814814814815	False
2380	8482569.684747148	10234079.619100379	10898072.06341435	11272893.562935036	8054533.512663216	8950591.573923174	8274335.235674952	7689160.272964871	8049490.344843684	5363623.710326514	10104674.26583697	9369045.302263523	10621214.546280226	9296667.583566489	33197.14173853043	9855793.391329924	9848627.38983678	10378984.340625683	11012038.032458445	12698279.337868264	10286703.15235089	12178003.59912845	8291093.482841237	9529132.257288227	11122607.929266205	4631106.395270675	10525534.653150287	8839316.912159655	10714887.335345536	10261831.701960444	10892577.764329724	9855163.822177313	11387719.929161107	9360953.500649387	10638518.127126478	8469309.140058527	6207361.922471648	10552019.93203763	11170086.850523593	12775323.123650705	5180126.133592481	7354471.00448657	8215171.438441291	17089219.50424229	7648178.926493053	4345983.284565066	16866850.449600343	12280258.62709997	7496143.315929404	9000346.003191873	9953467.842920119	9034544.511049079	10004043.061425222	12385925.489716347	F20147	446.1609	188.56	186.99	190.14	8760.0	583852409.0	0.96	0.98	13516.0	61.0	1.0	False
2392	3449312.162718542	3353387.8075639717	3167836.2870990667	2838095.319036103	2631371.318880621	2512306.643751257	1833713.6908607204	2171568.072497091	2216014.885122987	2962504.030032896	1526433.2058000383	3220153.3332861336	1464483.4611967108	1286469.7484972994	2162652.3894167063	1664871.8675245598	1727338.1349154294	1309285.8247819883	1622192.9785633616	1624112.6499056597	1890488.1577067748	2325715.706287037	2657410.928711832	1551339.9592107579	1597406.3037515655	1796922.4435544957	1817949.0959004597	1751533.0208346576	1728142.8409353797	1640409.8513022296	2816742.818992041	3255391.0635222127	3230844.6392670865	3269493.529966679	3312539.581247213	2914733.061916174	3157363.397523383	2633636.1464109393	2339757.8144605444	2393703.640872354	3496981.4125844324	2505378.4184524734	3025624.7350275265	3120375.9809892196	2385406.816492461	2831366.582822673	2886995.265362753	2708885.953456722	2682236.468857771	3127378.1587386066	3085884.5761751058	3188785.258028509	3491898.81083824	4525678.296908015	F20222	497.082	26.9	25.17	28.21	9959.0	145072009.0	0.89	0.94	10037.0	57.0	1.0	False
2417	663421.4577991887	715994.7910596137	488170.83858160506	538158.3085158961	568483.210685559	1766756.7829638736	260246.02020028056	2423976.1058061626	1513126.9803573026	753458.4362359773	1374960.800744312	624733.2008078202	1005184.5635412441	805668.8623660938	1025997.7982948197	934765.2815694887	1308626.6015921603	2071248.811407254	2679690.5302008046	1826950.7442908844	1889094.7781378974	1661182.1787641454	461562.2819747035	1617839.06734581	2458225.9413853893	1672120.3931344242	1187262.5061702128	2060307.4819044394	2008085.1755132892	2070069.803158288	1338812.2478783838	1552918.6893045437	1846110.6305084722	236719.09416778098	1476919.9256206125	2156652.2640472017	2206774.3749712366	1367574.9585999115	927894.5013155681	1225474.6060988805	1920630.755246214	1215298.552384973	1459226.0778002278	449398.706442193	1276961.2696383027	770960.2778901886	1159111.4174737022	1188949.768329565	513741.8918576181	1177043.2702698603	1193705.6183204453	587458.7218250863	625353.5928529894	455389.60774675687	F20321	446.9056	20.03	18.98	21.75	8777.0	75247496.0	1.0	0.86	298.0	59.0	1.0	False
2429	501038.2527374234	410970.47436483065	626382.2189975573	590883.9506065137	701788.5035677905	875846.613591599	495649.98241309664	315965.884602972	362509.2327871067	592735.5043385223	801598.5896884894	356660.33318643074	538707.9920084353	508174.0334630885	0.0	689851.1842252074	240431.47608727965	661008.1314197343	221123.93626909296	305938.005257	640285.8655015575	698161.171412103	640732.4720426972	1135522.3367078518	255661.4392297173	45690.908770352136	561948.0881791834	284860.001480932	57209.04750511036	117067.35493583995	555424.5228103163	365928.40159305057	330153.06261486356	552723.8572078563	685222.2092038549	282858.4104779247	376647.4660169488	465126.4954111068	466237.1939904043	508940.81859426113	387144.8449626778	130410.9044833379	256776.41517918723	523505.5216574332	322095.8477540633	412948.09136911476	516274.54557850957	357777.5219484496	589802.74026946	211409.6660819942	286226.27081922174	239725.81174457472	128868.70384718006	1067438.1308451933	F20347	498.2849	192.63	191.19	194.08	9990.0	26221278.0	0.96	0.88	41.0	59.0	0.9814814814814815	False
2445	14178603.027396534	13060864.990349807	14890120.494860135	19943016.36876387	8567024.909373123	9533439.007219924	12348101.620176129	15157625.84135291	9027509.906923098	15096064.937248405	15227512.408863693	16979105.87549153	13951568.17836095	9218916.724470811	12082250.065161996	9784545.670747504	16975683.17090097	12115207.904078605	9839097.91485416	13101751.90631292	11955633.207220618	12231278.065423843	12595371.531535273	7424454.065750599	12953794.08469936	9660050.43344636	13891037.074329419	12469216.451855937	10604231.412490446	14342484.721564256	8679008.458401147	17117287.821717292	18320703.35358365	15133149.468000812	12979119.139627157	8045316.347508235	11589630.203033336	12495885.282393765	13729838.692941912	12511880.932703057	13037916.056746893	15781728.94388162	15441596.64581516	2411242.175585353	9567411.663786417	9410398.261423519	14329073.350759637	18821443.785703126	8585215.506108005	15180274.979209578	10330282.61352011	14491539.16109082	15173773.60453497	13775625.950963484	F20397	498.9161	20.55	18.98	22.15	9998.0	714010459.0	1.0	0.91	57764.0	60.0	1.0	False
2452	2592886.8425866696	2981315.6830777107	3095282.8055494167	3738729.587552455	1151229.9824570909	1896338.4174949904	3399900.9730682084	2801541.9405707438	1918222.2344360577	0.0	784046.3753995076	2326828.9273030665	1923784.2109161373	3165521.7415648936	2317452.2176218214	1776953.4119367858	2278294.5712004695	1065071.2141341714	1423147.4417074206	1163977.0456298455	840314.3187500476	1524966.4662421427	2743429.813089541	1918219.5233705014	1634687.1384593223	1556486.0762999034	1232114.9263667644	1548977.2946022118	1318168.0933487774	2410339.08208861	1041239.2424546251	903574.532209381	933017.7015345072	3543556.505370592	1528290.3883341863	1182502.2596860311	0.0	1487868.891845308	1683218.3123181842	1006474.1600960911	0.0	954491.3116205463	849644.885774612	2515790.8670170484	3249130.0898639695	2667527.9852978243	2837203.989013606	2280735.4778934	2252911.497315216	2077624.30041052	2337567.558303417	1759651.0511404572	2791153.128037175	4570765.502530586	F20457	390.0443	32.17	30.86	33.75	7511.0	109637997.0	1.0	0.99	10422.0	53.0	0.9444444444444444	False
2453	6523522.0176899675	3636603.123072891	4386585.940859696	5694496.613162299	4817771.29130708	5309747.16835949	4903502.268079582	5533752.38954095	3716101.033270986	4105938.079872916	4340560.392489051	5024593.686587256	3942005.163157442	2908807.73142755	5064832.042784876	4547656.352031357	3687211.8874384025	8248989.721961131	4163200.9918237184	3818398.103163596	3968877.2057477375	3510034.8558286713	3315382.1106986804	6309621.602131086	4044307.822720779	8475719.68094129	4916686.114132043	6470952.816602653	6246558.073805812	5223847.351863708	5360860.946325471	3460327.6356154867	3282670.5817525415	5359890.506362731	2542565.1445223414	2837216.273874786	4956155.474332447	5168747.6534779025	4797408.938791912	7645719.234476079	6293539.392929798	4004953.5854251655	2314945.2266425644	5141588.11884333	3731652.246433262	4538905.165276733	4179464.144430904	3781082.296082093	4159676.280401668	5840284.763429701	3153331.2975973976	4412676.750706981	7420584.944080868	7363824.592342518	F20458	390.2401	36.79	35.87	38.37	7512.0	268378781.0	1.0	0.88	1614.0	61.0	1.0	False
2455	2112226.3273373614	3829284.6730219037	2696321.291971159	3325286.122674284	9304856.796575822	6390614.38489685	3851233.6944587096	4147826.334598197	3773724.8653861415	4411780.290050574	1490025.0839402596	0.0	2046070.4380092307	1198888.2497708194	2240932.7747473856	2191956.9237768883	1788955.9754801553	0.0	0.0	0.0	0.0	2400996.8524831436	1500873.472704084	0.0	0.0	2273716.8031251733	1436276.7629233846	1170735.7515944568	1484401.9200719683	926671.2357612483	1833294.8402857801	1147737.9178195137	1187497.3034278394	2797078.537703236	762497.7081666251	592720.2716655094	1024451.2046170584	2531409.3212103588	0.0	466293.5882957515	1461980.2475484842	0.0	659242.4385952534	990940.5083479137	3895053.269093781	2076253.4041577391	1483379.0631187407	955879.2346251573	1734825.986967145	2053731.5171548931	4676550.669959278	4090157.388943237	3501784.0691671404	4828212.035975808	F20474	390.881	22.54	20.97	24.12	7521.0	108877901.0	1.0	0.99	10594.0	50.0	0.8333333333333334	False
2456	1678526.7430171303	967120.4669009025	1248499.1676230724	1366551.9197833533	981909.7860080979	830742.0809435317	1532337.0822179709	1996346.4833721097	1040983.9073411875	1207492.6341917657	1594269.2364687424	1079998.3095889057	1614215.4241144296	1063886.2883453814	1928180.0443815803	1573035.0966102937	1952608.2865343743	1671556.4138861494	1902451.9804958985	2202735.660698751	1840790.9530834863	2068458.6986016706	855491.1054636758	1871786.7946678814	2144298.4429770284	2275144.400999317	2201503.233823569	2679007.8953470876	2814832.495606406	2229909.1863179943	1588616.6598689805	1729053.2266367353	2117208.366033656	967048.8815106886	1741515.4233906819	2184023.791532334	2265055.602240739	1398383.3198310472	1019930.3335935237	1731819.829842952	1940673.9934523385	1936481.0154989003	2208214.5429007662	760774.4164733274	856689.2315174994	1766839.585809084	1767671.4617410533	2098679.1702009146	1252817.856665255	1385268.9801435543	0.0	0.0	917574.8357239276	1723166.6405470737	F20519	390.9021	20.03	18.45	21.75	7522.0	87390307.0	1.0	0.91	370.0	55.0	0.9629629629629629	False
2459	399338.0001108219	841990.1924120266	292761.136700993	955219.65645039	1080714.5719906525	941125.694383958	455046.13477433886	708532.2884060951	851276.6528075892	1417710.956710024	1028564.7836216852	75895.26751672287	754173.4089977925	772461.7886604958	943808.0168208691	321785.93168885534	974590.0917816878	1620803.970838753	519671.4287690713	1127591.2906926633	706793.9365900966	494605.5650790561	150698.97973688503	269910.81655213126	972498.6077526043	359470.25568045856	1046074.0314351686	1112103.0953587356	0.0	1068835.8167762114	819649.2518327059	1070693.2248576707	1453464.0062594078	1202026.8771181365	1487506.7042817834	429961.6051255212	570571.6755359338	1252990.9739553942	1022041.0944461284	1027231.0030853167	1094883.8357632144	1172087.4434888754	1039226.3752356431	1421702.5543505051	128650.8355419997	890541.1742281065	837600.1031065976	1377106.536368331	867555.1907891387	995652.8261737394	334593.1506487377	352334.40085042117	1376016.1697124932	547520.592461032	F20528	447.064	36.4	35.06	37.97	8783.0	50126529.0	1.0	0.98	580.0	60.0	0.9814814814814815	False
2465	5978968.215832671	6489486.012171657	6403388.409995254	6080122.919324009	3472649.0049098902	3488447.092795615	4264173.349633497	3594053.8451758637	3559705.324719674	4032966.3667029976	3542852.9869252397	6453973.13954124	3208424.853331929	3663268.373160742	5025123.050122608	3914670.0758202597	3900009.5090887304	3848913.7086844733	3994969.2771231085	3686440.1330661066	4097380.991404308	4331843.188208907	5483207.601680341	4077691.865155206	4047264.9601703887	4327639.082187652	4228356.816816781	4538055.245521161	4270125.472941477	3629482.9328342415	6806671.706985335	6964257.780627201	7061516.451375688	7098341.338704394	7685964.323630516	6811579.066788198	6459263.690384107	6235710.450051903	6126353.259290046	5646999.586876809	6477174.354842868	5590652.322043946	6294761.804256948	6376726.20338637	5656596.930538284	6045320.205253489	6879261.54802584	6332424.609925139	6400708.079212602	7017852.501434628	6019041.515349997	6385238.280513568	6142125.444691878	8942828.697678413	F20540	447.1647	30.99	29.26	32.57	8792.0	309947331.0	1.0	0.98	22859.0	60.0	1.0	False
2466	1921244.668087282	2050739.9260845014	2447919.714121958	2234910.5660380907	1437806.334255952	1897981.9876436666	1531529.485840497	1629954.3603505874	1693120.748069308	915075.8175367365	2057382.9758973457	2008025.5396031342	2368755.5417763204	1958208.8735749365	0.0	1956198.5541681643	2131943.3985679206	2232695.418826386	2244236.5449893307	2680907.0789076984	2076765.5888210519	2557063.7435208946	1734290.9212496348	2096581.0322049463	2313518.020675588	729742.4834467521	2227093.463833674	1858900.5783973187	2295338.751549648	2185139.941559641	2330722.26595758	2102831.879978833	2278832.9050730937	1865954.384829556	2429065.9674013206	1866430.5093287446	1072051.3009345753	2330464.8909100597	2377874.1775199086	2817330.209338869	779701.8110085395	1467094.4495456938	1709800.5024875086	3457846.1814823793	1508348.2828713972	806434.0327158674	3832494.761459981	2777040.37632046	1640274.2082951462	1794224.8818439494	2032470.8648102733	2045134.8609502746	2303600.8159285495	2610743.3719526213	F20542	447.1647	188.56	186.99	190.14	8792.0	121766471.0	0.9	0.96	3093.0	59.0	0.9814814814814815	False
2472	3160619.1183250556	3432819.587575849	3070154.312499416	2889916.7469500904	2511015.7891581347	2502461.247918542	1780545.6543832382	1774521.0658756068	2343508.208866912	2735115.9562722533	1483242.737445227	2622244.724892331	1516827.4188688532	1478761.7700246095	1995970.6149743884	1604518.8428789612	1659389.9655653613	1707350.525029823	1174834.080942192	1434420.5842050933	1735533.8132897737	2035168.177211678	2649896.521888159	1329715.8359407336	1360933.674101309	1696541.7600366997	1710101.1068460268	1722707.0438800454	1787790.1024524476	1775418.3039207445	2900543.1463574492	3584948.298731462	3258788.370126837	3377953.2387433834	3181057.5900986344	2794134.1081992183	2815203.437052096	2592269.8016870287	2415122.228414503	2286347.8114205673	3423173.338576519	2623996.3632151685	3096032.4174877945	3343061.6296515022	2357765.9916559667	2577690.0232270714	2679088.3305421392	2550791.175690649	2629744.9181388277	3069594.9260276463	3298094.1009055297	3346471.606735873	3461506.181450761	4368312.904852358	F20633	499.0792	26.77	25.04	28.21	10006.0	141284100.0	0.82	0.95	9496.0	57.0	1.0	False
2483	696842.8514630811	3357384.141667373	0.0	3866825.227441961	3263997.834350839	5083555.45889166	4240541.046977377	5115250.744560679	3035279.88503765	1775837.898513468	5800325.1322864285	0.0	4592564.853907804	3547091.869704333	2985116.4068928813	958140.0127346533	5218617.875204598	5348814.798516275	2474860.0304964297	5253786.615060096	1219961.8700340672	2243218.3163238787	0.0	0.0	7051425.198754944	1806924.5164423669	3595044.003662617	7799115.975944141	0.0	7431382.071140838	4273479.085313332	4938773.936671427	5073646.238199308	4339144.183971379	3294867.7722299476	1012798.9701513185	914762.4216156638	4783500.710983279	4388038.743911407	4104958.190383521	1750370.7663997265	3660350.0453239433	3580225.4513022713	6322427.411846516	733296.6479736967	2232203.877776127	4925657.810253502	5383355.725549078	2152738.9646709412	5403995.3516034195	1038591.3959053651	1525791.516055532	5710445.711759727	1061492.716505219	F20664	447.9723	37.71	36.27	39.29	8808.0	181027717.0	1.0	0.88	36.0	53.0	0.9074074074074074	False
